,source_gene,target_gene
3199,MAZ,AIMP2
3200,MAZ,CDK5RAP1
3201,MAZ,REST
3202,MAZ,MYC
3203,MAZ,PPP1R7
3204,MAZ,CREB1
3205,MAZ,SMAD5
3206,MAZ,FAM64A
3207,MAZ,DDIT3
3208,MAZ,PA2G4
3209,MAZ,PHF5A
3210,MAZ,KLHL7
3211,MAZ,ZNF562
3212,MAZ,YAF2
3213,MAZ,ZFYVE21
3214,MAZ,ZNF202
3215,MAZ,ZNF93
3216,MAZ,ZNF480
3217,MAZ,ZNF561
3218,MAZ,CDC20
3219,MAZ,KIAA0101
3220,MAZ,IMP4
3221,MAZ,BUB1B
3222,MAZ,NUP35
3223,MAZ,PLK1
3224,MAZ,SAAL1
3225,MAZ,ADNP2
3226,MAZ,WDR12
3227,MAZ,PRKCE
3228,MAZ,DCLRE1C
3229,MAZ,ANPEP
3230,MAZ,HMGB2
3231,MAZ,TFDP1
3232,MAZ,ZNF85
3233,MAZ,FOXM1
3234,MAZ,ZNF667
3235,MAZ,HMGN3
3236,MAZ,AKR1B1
3237,MAZ,IL6ST
3238,MAZ,MTF2
3239,MAZ,SMC4
3240,MAZ,LRR1
3241,MAZ,ZNF280B
3242,MAZ,FANCD2
3243,MAZ,EFTUD2
3244,MAZ,HERPUD1
3245,MAZ,EFNA1
3246,MAZ,APOB
3247,MAZ,KDELR3
3248,MAZ,ZNF675
3249,MAZ,NCAPG
3250,MAZ,F2RL1
3251,MAZ,TOP2A
3252,MAZ,AEBP2
3253,MAZ,HMGA1
3254,MAZ,TATDN3
3255,MAZ,C3orf14
3256,MAZ,TOPORS
3257,MAZ,BLM
3258,MAZ,HMGCS2
3259,MAZ,SLC38A2
3260,MAZ,ADNP
3261,MAZ,MEIS3
3262,MAZ,GEMIN2
3263,MAZ,EPAS1
3264,MAZ,CIDEB
3265,MAZ,USP7
3266,MAZ,DNMT3B
3267,MAZ,PAK1IP1
3268,MAZ,EPHX2
3269,MAZ,HAT1
3270,MAZ,MTUS1
3271,MAZ,C1GALT1
3272,MAZ,C11orf74
3273,MAZ,RNF138
3274,MAZ,C19orf48
3275,MAZ,MED21
3276,MAZ,ZNF121
3277,MAZ,ASNSD1
3278,MAZ,ZNF551
3279,MAZ,PIN1
3280,MAZ,PDZK1
3281,MAZ,ZFP82
3282,MAZ,TFRC
3283,MAZ,DGAT1
3284,MAZ,NUSAP1
3285,MAZ,KNSTRN
3286,MAZ,PHGDH
3287,MAZ,SKA3
3288,MAZ,LAPTM4B
3289,MAZ,PSMG1
3290,MAZ,CRAT
3291,MAZ,RGN
3292,MAZ,CEBPD
3293,MAZ,AHSG
3294,MAZ,DDC
3295,MAZ,ZNF519
3296,MAZ,DPEP1
3297,MAZ,PRC1
3298,MAZ,ODF2L
3299,MAZ,AMBP
3300,MAZ,SF3B3
3301,MAZ,LGALS2
3302,MAZ,TRIM59
3303,MAZ,FANCI
3304,MAZ,CENPA
3305,MAZ,ZNF215
3306,MAZ,CUEDC2
3307,MAZ,PLIN2
3308,MAZ,E2F8
3309,MAZ,SKIL
3310,MAZ,ECHDC2
3311,MAZ,DNMT1
3312,MAZ,ORC4
3313,MAZ,ZNF714
3314,MAZ,PCNA
3315,MAZ,TMEM37
3316,MAZ,GALM
3317,MAZ,TK1
3318,MAZ,DCAF13
3319,MAZ,ZNF146
3320,MAZ,PUS7L
3321,MAZ,BRIX1
3322,MAZ,ETS1
3323,MAZ,MAP1B
3324,MAZ,HPRT1
3325,MAZ,ZNF195
3326,MAZ,NR2F2
3327,MAZ,SRF
3328,MAZ,GGCT
3329,MAZ,RBPJ
3330,MAZ,RREB1
3331,MAZ,ASUN
3332,MAZ,NOL10
3333,MAZ,ZWILCH
3334,MAZ,MEST
3335,MAZ,ZBTB44
3336,MAZ,SERPIND1
3337,MAZ,MAD2L1
3338,MAZ,WARS
3339,MAZ,SLC25A20
3340,MAZ,MTERF3
3341,MAZ,MSH2
3342,MAZ,WDHD1
3343,MAZ,COQ3
3344,MAZ,VPS72
3345,MAZ,RNASEH2A
3346,MAZ,TIPIN
3347,MAZ,HGD
3348,MAZ,NIF3L1
3349,MAZ,KIF23
3350,MAZ,MRPL1
3351,MAZ,NUDT1
3352,MAZ,FUCA1
3353,MAZ,ANAPC4
3354,MAZ,MIS18BP1
3355,MAZ,TMEM120A
3356,MAZ,APOA2
3357,MAZ,E2F5
3358,MAZ,KIF22
3359,MAZ,SIL1
3360,MAZ,RFXANK
3361,MAZ,UGP2
3362,MAZ,DTWD1
3363,MAZ,SP4
3364,MAZ,RAD51C
3365,MAZ,HMMR
3366,MAZ,ZIK1
3367,MAZ,DDX39A
3368,MAZ,ETV5
3369,MAZ,RFX5
3370,MAZ,CCNB2
3371,MAZ,ATIC
3372,MAZ,MRPS27
3373,MAZ,PRMT3
3374,MAZ,ACTL6A
3375,MAZ,TPX2
3376,MAZ,ATG5
3377,MAZ,THAP4
3378,MAZ,PPT1
3379,MAZ,SLC38A1
3380,MAZ,F10
3381,MAZ,NUDT15
3382,MAZ,GPC3
3383,MAZ,FOSB
3384,MAZ,FOSL2
3385,MAZ,HAUS1
3386,MAZ,CHEK2
3387,MAZ,C17orf75
3388,MAZ,MST1
3389,MAZ,MYBL2
3390,MAZ,G2E3
3391,MAZ,HP
3392,MAZ,PON2
3393,MAZ,HINFP
3394,MAZ,POLB
3395,MAZ,PRAP1
3396,MAZ,HPX
3397,MAZ,P4HA2
3398,MAZ,AMZ2
3399,MAZ,TSFM
3400,MAZ,GNRH2
3401,MAZ,APOA1
3402,MAZ,ANXA4
3403,MAZ,STMN1
3404,MAZ,GMNN
3405,MAZ,CYP3A5
3406,MAZ,ZNF107
3407,MAZ,FMO5
3408,MAZ,GMPS
3409,MAZ,ATG4C
3410,MAZ,APOA4
3411,MAZ,F2
3412,MAZ,ZNF678
3413,MAZ,CKS2
3414,MAZ,DPAGT1
3415,MAZ,ZNF286A
3416,MAZ,IRF3
3417,MAZ,TCF3
3418,MAZ,TEX10
3419,MAZ,SHISA2
3420,MAZ,POLR1C
3421,MAZ,ZNF92
3422,MAZ,YBX3
3423,MAZ,CENPN
3424,MAZ,SULT1A2
3425,MAZ,KLF6
3426,MAZ,MLF1
3427,MAZ,ZNF286B
3428,MAZ,KAT7
3429,MAZ,CEBPZ
3430,MAZ,TPD52L1
3431,MAZ,CPSF3
3432,MAZ,ELF1
3433,MAZ,MORN2
3434,MAZ,PARPBP
3435,MAZ,AGTRAP
3436,MAZ,ZSCAN2
3437,MAZ,OAZ2
3438,MAZ,VEZF1
3439,MAZ,CHEK1
3440,MAZ,ZNF532
3441,MAZ,HMGN4
3442,MAZ,FGG
3443,MAZ,PPIL1
3444,MAZ,FGA
3445,MAZ,ALG8
3446,MAZ,FOXO1
3447,MAZ,RBP4
3448,MAZ,AURKA
3449,MAZ,CHCHD3
3450,MAZ,ZNF208
3451,MAZ,PTTG1
3452,MAZ,KIF20B
3453,MAZ,MT1X
3454,MAZ,NUF2
3455,MAZ,THAP11
3456,MAZ,MTAP
3457,MAZ,CDCA3
3458,MAZ,TFDP2
3459,MAZ,KNG1
3460,MAZ,ZNF625
3461,MAZ,PEF1
3462,MAZ,MTHFD2
3463,E2F7,JUND
3464,E2F7,MAZ
3465,E2F7,REST
3466,E2F7,MYC
3467,E2F7,CREB1
3468,E2F7,CEBPD
3469,E2F7,RFX5
3470,E2F7,FOSL2
3471,E2F7,MYBL2
3472,E2F7,ELF1
3473,NIP7,JUND
3474,NIP7,MAZ
3475,NIP7,REST
3476,NIP7,MYC
3477,NIP7,CREB1
3478,NIP7,CEBPD
3479,NIP7,RFX5
3480,NIP7,FOSL2
3481,NIP7,MYBL2
3482,NIP7,ELF1
3483,CKS1B,JUND
3484,CKS1B,MAZ
3485,CKS1B,REST
3486,CKS1B,MYC
3487,CKS1B,CREB1
3488,CKS1B,CEBPD
3489,CKS1B,RFX5
3490,CKS1B,FOSL2
3491,CKS1B,MYBL2
3492,CKS1B,ELF1
3493,FANCL,JUND
3494,FANCL,MAZ
3495,FANCL,REST
3496,FANCL,MYC
3497,FANCL,CREB1
3498,FANCL,CEBPD
3499,FANCL,RFX5
3500,FANCL,FOSL2
3501,FANCL,MYBL2
3502,FANCL,ELF1
3503,ZNF681,JUND
3504,ZNF681,CREB1
3505,ZNF681,FOSL2
3506,CSRP2,JUND
3507,CSRP2,MAZ
3508,CSRP2,REST
3509,CSRP2,MYC
3510,CSRP2,CREB1
3511,CSRP2,CEBPD
3512,CSRP2,RFX5
3513,CSRP2,FOSL2
3514,CSRP2,MYBL2
3515,CSRP2,ELF1
3516,FAM13A,JUND
3517,FAM13A,CREB1
3518,FAM13A,CEBPD
3519,FAM13A,RFX5
3520,FAM13A,FOSL2
3521,MTTP,JUND
3522,MTTP,MAZ
3523,MTTP,REST
3524,MTTP,MYC
3525,MTTP,CREB1
3526,MTTP,CEBPD
3527,MTTP,RFX5
3528,MTTP,FOSL2
3529,MTTP,MYBL2
3530,MTTP,ELF1
3531,SCAPER,JUND
3532,SCAPER,MAZ
3533,SCAPER,MYC
3534,SCAPER,CREB1
3535,SCAPER,RFX5
3536,SCAPER,FOSL2
3537,ALDH9A1,JUND
3538,ALDH9A1,CREB1
3539,ALDH9A1,CEBPD
3540,ALDH9A1,FOSL2
3541,RRM2,MAFF
3542,RRM2,JUND
3543,RRM2,FOXA1
3544,RRM2,MAZ
3545,RRM2,REST
3546,RRM2,MYC
3547,RRM2,CREB1
3548,RRM2,CEBPD
3549,RRM2,RFX5
3550,RRM2,FOSL2
3551,RRM2,MYBL2
3552,RRM2,ELF1
3553,AXL,JUND
3554,AXL,MAZ
3555,AXL,REST
3556,AXL,MYC
3557,AXL,CREB1
3558,AXL,CEBPD
3559,AXL,RFX5
3560,AXL,FOSL2
3561,AXL,MYBL2
3562,AXL,ELF1
3563,RFC4,MAFF
3564,RFC4,JUND
3565,RFC4,MAZ
3566,RFC4,REST
3567,RFC4,MYC
3568,RFC4,CREB1
3569,RFC4,CEBPD
3570,RFC4,RFX5
3571,RFC4,FOSL2
3572,RFC4,MYBL2
3573,RFC4,ELF1
3574,GSTK1,JUND
3575,GSTK1,MAZ
3576,GSTK1,REST
3577,GSTK1,MYC
3578,GSTK1,CREB1
3579,GSTK1,CEBPD
3580,GSTK1,RFX5
3581,GSTK1,FOSL2
3582,GSTK1,MYBL2
3583,GSTK1,ELF1
3584,NFYB,JUND
3585,NFYB,MAZ
3586,NFYB,REST
3587,NFYB,MYC
3588,NFYB,CREB1
3589,NFYB,CEBPD
3590,NFYB,RFX5
3591,NFYB,FOSL2
3592,NFYB,MYBL2
3593,NFYB,ELF1
3594,DPH5,JUND
3595,DPH5,MYC
3596,DPH5,CREB1
3597,DPH5,CEBPD
3598,DPH5,RFX5
3599,DPH5,FOSL2
3600,ZNF101,JUND
3601,ZNF101,MAZ
3602,ZNF101,REST
3603,ZNF101,MYC
3604,ZNF101,CREB1
3605,ZNF101,CEBPD
3606,ZNF101,RFX5
3607,ZNF101,FOSL2
3608,ZNF101,MYBL2
3609,ZNF101,ELF1
3610,HELLS,JUND
3611,HELLS,MAZ
3612,HELLS,REST
3613,HELLS,MYC
3614,HELLS,CREB1
3615,HELLS,CEBPD
3616,HELLS,RFX5
3617,HELLS,FOSL2
3618,HELLS,MYBL2
3619,HELLS,ELF1
3620,GALK1,JUND
3621,GALK1,CREB1
3622,GALK1,FOSL2
3623,RUVBL1,MAFF
3624,RUVBL1,JUND
3625,RUVBL1,FOXA1
3626,RUVBL1,MAZ
3627,RUVBL1,REST
3628,RUVBL1,MYC
3629,RUVBL1,CREB1
3630,RUVBL1,CEBPD
3631,RUVBL1,RFX5
3632,RUVBL1,FOSL2
3633,RUVBL1,MYBL2
3634,RUVBL1,ELF1
3635,TGIF1,JUND
3636,TGIF1,MAZ
3637,TGIF1,REST
3638,TGIF1,MYC
3639,TGIF1,CREB1
3640,TGIF1,CEBPD
3641,TGIF1,RFX5
3642,TGIF1,FOSL2
3643,TGIF1,MYBL2
3644,TGIF1,ELF1
3645,DR1,JUND
3646,DR1,MAZ
3647,DR1,REST
3648,DR1,MYC
3649,DR1,CREB1
3650,DR1,CEBPD
3651,DR1,RFX5
3652,DR1,FOSL2
3653,DR1,MYBL2
3654,ZNF766,JUND
3655,ZNF766,MAZ
3656,ZNF766,REST
3657,ZNF766,MYC
3658,ZNF766,CREB1
3659,ZNF766,CEBPD
3660,ZNF766,RFX5
3661,ZNF766,FOSL2
3662,ZNF766,MYBL2
3663,ZNF766,ELF1
3664,RAD51AP1,JUND
3665,RAD51AP1,MAZ
3666,RAD51AP1,REST
3667,RAD51AP1,MYC
3668,RAD51AP1,CREB1
3669,RAD51AP1,CEBPD
3670,RAD51AP1,RFX5
3671,RAD51AP1,FOSL2
3672,RAD51AP1,MYBL2
3673,RAD51AP1,ELF1
3674,IQCB1,JUND
3675,IQCB1,MAZ
3676,IQCB1,REST
3677,IQCB1,MYC
3678,IQCB1,CREB1
3679,IQCB1,CEBPD
3680,IQCB1,RFX5
3681,IQCB1,FOSL2
3682,IQCB1,MYBL2
3683,IQCB1,ELF1
3684,LCMT1,JUND
3685,LCMT1,MYC
3686,LCMT1,CREB1
3687,LCMT1,CEBPD
3688,LCMT1,RFX5
3689,LCMT1,FOSL2
3690,ZNF33A,JUND
3691,ZNF33A,MAZ
3692,ZNF33A,MYC
3693,ZNF33A,CREB1
3694,ZNF33A,CEBPD
3695,ZNF33A,RFX5
3696,ZNF33A,FOSL2
3697,ZNF33A,MYBL2
3698,NOP16,JUND
3699,NOP16,MAZ
3700,NOP16,REST
3701,NOP16,MYC
3702,NOP16,CREB1
3703,NOP16,CEBPD
3704,NOP16,RFX5
3705,NOP16,FOSL2
3706,NOP16,MYBL2
3707,POU2F1,JUND
3708,POU2F1,MAZ
3709,POU2F1,REST
3710,POU2F1,MYC
3711,POU2F1,CREB1
3712,POU2F1,CEBPD
3713,POU2F1,RFX5
3714,POU2F1,FOSL2
3715,POU2F1,MYBL2
3716,RRM1,MAFF
3717,RRM1,JUND
3718,RRM1,MAZ
3719,RRM1,REST
3720,RRM1,MYC
3721,RRM1,CREB1
3722,RRM1,CEBPD
3723,RRM1,RFX5
3724,RRM1,FOSL2
3725,RRM1,MYBL2
3726,RRM1,ELF1
3727,LAMC1,JUND
3728,LAMC1,MAZ
3729,LAMC1,REST
3730,LAMC1,MYC
3731,LAMC1,CREB1
3732,LAMC1,CEBPD
3733,LAMC1,RFX5
3734,LAMC1,FOSL2
3735,LAMC1,MYBL2
3736,LAMC1,ELF1
3737,ACOT7,JUND
3738,ACOT7,MAZ
3739,ACOT7,REST
3740,ACOT7,MYC
3741,ACOT7,CREB1
3742,ACOT7,CEBPD
3743,ACOT7,RFX5
3744,ACOT7,FOSL2
3745,ACOT7,MYBL2
3746,ACOT7,ELF1
3747,LIN28B,JUND
3748,LIN28B,MAZ
3749,LIN28B,REST
3750,LIN28B,MYC
3751,LIN28B,CREB1
3752,LIN28B,CEBPD
3753,LIN28B,RFX5
3754,LIN28B,FOSL2
3755,LIN28B,MYBL2
3756,LIN28B,ELF1
3757,ASPH,JUND
3758,ASPH,MAZ
3759,ASPH,REST
3760,ASPH,MYC
3761,ASPH,CREB1
3762,ASPH,CEBPD
3763,ASPH,RFX5
3764,ASPH,FOSL2
3765,ASPH,MYBL2
3766,ASPH,ELF1
3767,ICE2,MAFF
3768,ICE2,JUND
3769,ICE2,MAZ
3770,ICE2,REST
3771,ICE2,MYC
3772,ICE2,CREB1
3773,ICE2,CEBPD
3774,ICE2,RFX5
3775,ICE2,FOSL2
3776,ICE2,MYBL2
3777,ICE2,ELF1
3778,ZNF660,JUND
3779,ZNF660,CREB1
3780,ZNF660,CEBPD
3781,ZNF660,FOSL2
3782,TBRG4,JUND
3783,TBRG4,MAZ
3784,TBRG4,REST
3785,TBRG4,MYC
3786,TBRG4,CREB1
3787,TBRG4,CEBPD
3788,TBRG4,RFX5
3789,TBRG4,FOSL2
3790,TBRG4,MYBL2
3791,S100A16,JUND
3792,S100A16,MAZ
3793,S100A16,REST
3794,S100A16,MYC
3795,S100A16,CREB1
3796,S100A16,CEBPD
3797,S100A16,RFX5
3798,S100A16,FOSL2
3799,S100A16,MYBL2
3800,S100A16,ELF1
3801,APEH,JUND
3802,APEH,CREB1
3803,UBE2T,MAFF
3804,UBE2T,JUND
3805,UBE2T,MAZ
3806,UBE2T,REST
3807,UBE2T,MYC
3808,UBE2T,CREB1
3809,UBE2T,CEBPD
3810,UBE2T,RFX5
3811,UBE2T,FOSL2
3812,UBE2T,MYBL2
3813,UBE2T,ELF1
3814,ZNF567,JUND
3815,ZNF567,CREB1
3816,DOT1L,JUND
3817,DOT1L,CREB1
3818,DOT1L,CEBPD
3819,DOT1L,FOSL2
3820,UTP18,MAFF
3821,UTP18,JUND
3822,UTP18,MAZ
3823,UTP18,REST
3824,UTP18,MYC
3825,UTP18,CREB1
3826,UTP18,CEBPD
3827,UTP18,RFX5
3828,UTP18,FOSL2
3829,UTP18,MYBL2
3830,UTP18,ELF1
3831,LGALS3,CREB1
3832,PCGF6,JUND
3833,PCGF6,CREB1
3834,PCGF6,CEBPD
3835,PCGF6,RFX5
3836,PCGF6,FOSL2
3837,BLVRA,JUND
3838,BLVRA,MAZ
3839,BLVRA,REST
3840,BLVRA,MYC
3841,BLVRA,CREB1
3842,BLVRA,CEBPD
3843,BLVRA,RFX5
3844,BLVRA,FOSL2
3845,BLVRA,MYBL2
3846,BLVRA,ELF1
3847,ZNF397,JUND
3848,ZNF397,MAZ
3849,ZNF397,REST
3850,ZNF397,MYC
3851,ZNF397,CREB1
3852,ZNF397,CEBPD
3853,ZNF397,RFX5
3854,ZNF397,FOSL2
3855,ZNF397,MYBL2
3856,ZNF397,ELF1
3857,ING3,JUND
3858,ING3,MYC
3859,ING3,CREB1
3860,ING3,RFX5
3861,ING3,FOSL2
3862,SLC7A7,JUND
3863,SLC7A7,MAZ
3864,SLC7A7,REST
3865,SLC7A7,MYC
3866,SLC7A7,CREB1
3867,SLC7A7,CEBPD
3868,SLC7A7,RFX5
3869,SLC7A7,FOSL2
3870,SLC7A7,MYBL2
3871,SLC7A7,ELF1
3872,ATF3,MAFF
3873,ATF3,JUND
3874,ATF3,TEAD4
3875,ATF3,JUN
3876,ATF3,FOXA1
3877,ATF3,MAZ
3878,ATF3,ATF3
3879,ATF3,REST
3880,ATF3,MYC
3881,ATF3,CREB1
3882,ATF3,EPAS1
3883,ATF3,CEBPD
3884,ATF3,SRF
3885,ATF3,RFX5
3886,ATF3,FOSL2
3887,ATF3,MYBL2
3888,ATF3,KLF6
3889,ATF3,CEBPZ
3890,ATF3,ELF1
3891,QPCT,JUND
3892,QPCT,MAZ
3893,QPCT,REST
3894,QPCT,MYC
3895,QPCT,CREB1
3896,QPCT,CEBPD
3897,QPCT,RFX5
3898,QPCT,FOSL2
3899,QPCT,MYBL2
3900,QPCT,ELF1
3901,TMEM177,JUND
3902,TMEM177,CREB1
3903,TUBB6,JUND
3904,TUBB6,MAZ
3905,TUBB6,REST
3906,TUBB6,MYC
3907,TUBB6,CREB1
3908,TUBB6,CEBPD
3909,TUBB6,RFX5
3910,TUBB6,FOSL2
3911,TUBB6,MYBL2
3912,TUBB6,ELF1
3913,AIMP2,JUND
3914,AIMP2,MAZ
3915,AIMP2,REST
3916,AIMP2,MYC
3917,AIMP2,CREB1
3918,AIMP2,CEBPD
3919,AIMP2,RFX5
3920,AIMP2,FOSL2
3921,AIMP2,MYBL2
3922,AIMP2,ELF1
3923,CDK5RAP1,JUND
3924,CDK5RAP1,MAZ
3925,CDK5RAP1,MYC
3926,CDK5RAP1,CREB1
3927,CDK5RAP1,CEBPD
3928,CDK5RAP1,RFX5
3929,CDK5RAP1,FOSL2
3930,REST,GEMIN8
3931,REST,ACOX2
3932,REST,C12orf10
3933,REST,GYG1
3934,REST,DSN1
3935,REST,CREB3L4
3936,REST,EXOSC3
3937,REST,MEP1A
3938,REST,CCNB1
3939,REST,PSAT1
3940,REST,ANG
3941,REST,WDR54
3942,REST,ZNF850
3943,REST,PLA2G12B
3944,REST,ZNF560
3945,REST,ZNF227
3946,REST,PAFAH1B3
3947,REST,SALL4
3948,REST,THAP5
3949,REST,CENPW
3950,REST,PLRG1
3951,REST,MAFF
3952,REST,FASTKD2
3953,REST,BCS1L
3954,REST,MTHFD1
3955,REST,PMAIP1
3956,REST,RFC2
3957,REST,DNASE1
3958,REST,FEN1
3959,REST,TPM2
3960,REST,ZNF569
3961,REST,BIRC5
3962,REST,SLC7A3
3963,REST,FAM114A1
3964,REST,EBNA1BP2
3965,REST,CKAP2
3966,REST,CTPS1
3967,REST,JUND
3968,REST,DUT
3969,REST,YBX1
3970,REST,F3
3971,REST,ARL6IP6
3972,REST,KDM2B
3973,REST,ZNF695
3974,REST,ALG6
3975,REST,EEF1E1
3976,REST,APOC4.APOC2
3977,REST,TEAD4
3978,REST,TERF1
3979,REST,SEC11C
3980,REST,APOC2
3981,REST,ACADVL
3982,REST,ARSE
3983,REST,CTSC
3984,REST,ZNF677
3985,REST,RSU1
3986,REST,CETN3
3987,REST,TET1
3988,REST,FBL
3989,REST,CACYBP
3990,REST,ANLN
3991,REST,DLGAP5
3992,REST,ZNF581
3993,REST,ZFAND2A
3994,REST,ADSL
3995,REST,NNAT
3996,REST,ZNF770
3997,REST,NDUFAF4
3998,REST,FABP1
3999,REST,ECT2
4000,REST,AASS
4001,REST,APOC3
4002,REST,ASNS
4003,REST,SLC7A6
4004,REST,CMC1
4005,REST,DPYSL2
4006,REST,CDK4
4007,REST,XPO5
4008,REST,TP53
4009,REST,NDUFAF5
4010,REST,CENPF
4011,REST,WDR74
4012,REST,CDK1
4013,REST,HNF4A
4014,REST,ZNF880
4015,REST,NODAL
4016,REST,STAT2
4017,REST,BBS9
4018,REST,DERA
4019,REST,FANCB
4020,REST,C12orf45
4021,REST,ANP32E
4022,REST,CDKN3
4023,REST,NUP54
4024,REST,BUB1
4025,REST,NUP93
4026,REST,AURKB
4027,REST,NUP85
4028,REST,DKC1
4029,REST,THRB
4030,REST,BSCL2
4031,REST,MLXIPL
4032,REST,LEAP2
4033,REST,NUP88
4034,REST,NPRL2
4035,REST,MCM6
4036,REST,CAPG
4037,REST,ITGB5
4038,REST,UBL7
4039,REST,SHMT2
4040,REST,ITIH4
4041,REST,HMGA2
4042,REST,CAMK2D
4043,REST,ANAPC7
4044,REST,HIBCH
4045,REST,ZNF788
4046,REST,CAPN12
4047,REST,ACAD11
4048,REST,BZW2
4049,REST,WDR43
4050,REST,ZNF281
4051,REST,TCF7L1
4052,REST,PRIM1
4053,REST,TF
4054,REST,MYCN
4055,REST,MELK
4056,REST,PRMT5
4057,REST,MCM3
4058,REST,MMS22L
4059,REST,LITAF
4060,REST,UCP2
4061,REST,BPTF
4062,REST,CENPE
4063,REST,ASGR1
4064,REST,FLRT3
4065,REST,ZNF398
4066,REST,NUP37
4067,REST,SLC35D2
4068,REST,GNPNAT1
4069,REST,UBE2C
4070,REST,MCM4
4071,REST,ID2
4072,REST,ARG2
4073,REST,ZNF134
4074,REST,POP5
4075,REST,ZNF143
4076,REST,ZNF589
4077,REST,ZNF22
4078,REST,VRK1
4079,REST,AGT
4080,REST,RAMP1
4081,REST,ZBTB3
4082,REST,TMEM69
4083,REST,DROSHA
4084,REST,ARID3B
4085,REST,JUN
4086,REST,GPN3
4087,REST,DPH6
4088,REST,ACAA1
4089,REST,MT1G
4090,REST,MAF
4091,REST,MXD1
4092,REST,KNTC1
4093,REST,FOXA1
4094,REST,KPNA2
4095,REST,GSN
4096,REST,ZNF644
4097,REST,SOX15
4098,REST,PHF20
4099,REST,MCM7
4100,REST,EXOSC9
4101,REST,CENPK
4102,REST,THYN1
4103,REST,ARID2
4104,REST,ATP1B3
4105,REST,ZWINT
4106,REST,HPN
4107,REST,NR1I3
4108,REST,ZBED5
4109,REST,MPHOSPH9
4110,REST,VTN
4111,REST,CENPU
4112,REST,DPCD
4113,REST,PRPS2
4114,REST,HNRNPH2
4115,REST,TBPL1
4116,REST,MAZ
4117,REST,E2F7
4118,REST,NIP7
4119,REST,CKS1B
4120,REST,FANCL
4121,REST,CSRP2
4122,REST,MTTP
4123,REST,RRM2
4124,REST,AXL
4125,REST,RFC4
4126,REST,GSTK1
4127,REST,NFYB
4128,REST,ZNF101
4129,REST,HELLS
4130,REST,RUVBL1
4131,REST,TGIF1
4132,REST,DR1
4133,REST,ZNF766
4134,REST,RAD51AP1
4135,REST,IQCB1
4136,REST,NOP16
4137,REST,POU2F1
4138,REST,RRM1
4139,REST,LAMC1
4140,REST,ACOT7
4141,REST,LIN28B
4142,REST,ASPH
4143,REST,ICE2
4144,REST,TBRG4
4145,REST,S100A16
4146,REST,UBE2T
4147,REST,UTP18
4148,REST,BLVRA
4149,REST,ZNF397
4150,REST,SLC7A7
4151,REST,ATF3
4152,REST,QPCT
4153,REST,TUBB6
4154,REST,AIMP2
4155,REST,REST
4156,REST,MYC
4157,REST,PPP1R7
4158,REST,CREB1
4159,REST,SMAD5
4160,REST,FAM64A
4161,REST,DDIT3
4162,REST,PA2G4
4163,REST,PHF5A
4164,REST,KLHL7
4165,REST,ZNF562
4166,REST,ZFYVE21
4167,REST,ZNF93
4168,REST,ZNF480
4169,REST,CDC20
4170,REST,KIAA0101
4171,REST,IMP4
4172,REST,BUB1B
4173,REST,NUP35
4174,REST,PLK1
4175,REST,SAAL1
4176,REST,ADNP2
4177,REST,WDR12
4178,REST,PRKCE
4179,REST,DCLRE1C
4180,REST,ANPEP
4181,REST,HMGB2
4182,REST,TFDP1
4183,REST,ZNF85
4184,REST,FOXM1
4185,REST,ZNF667
4186,REST,HMGN3
4187,REST,AKR1B1
4188,REST,IL6ST
4189,REST,MTF2
4190,REST,SMC4
4191,REST,LRR1
4192,REST,ZNF280B
4193,REST,ZNF691
4194,REST,FANCD2
4195,REST,EFTUD2
4196,REST,HERPUD1
4197,REST,EFNA1
4198,REST,APOB
4199,REST,KDELR3
4200,REST,ZNF675
4201,REST,NCAPG
4202,REST,F2RL1
4203,REST,TOP2A
4204,REST,AEBP2
4205,REST,HMGA1
4206,REST,TATDN3
4207,REST,TOPORS
4208,REST,BLM
4209,REST,ZNF43
4210,REST,HMGCS2
4211,REST,SLC38A2
4212,REST,ADNP
4213,REST,C11orf1
4214,REST,MEIS3
4215,REST,GEMIN2
4216,REST,EPAS1
4217,REST,CIDEB
4218,REST,RAB28
4219,REST,USP7
4220,REST,DNMT3B
4221,REST,PAK1IP1
4222,REST,EPHX2
4223,REST,HAT1
4224,REST,MTUS1
4225,REST,C1GALT1
4226,REST,C11orf74
4227,REST,RNF138
4228,REST,C19orf48
4229,REST,MED21
4230,REST,ZNF121
4231,REST,ASNSD1
4232,REST,ZNF551
4233,REST,PIN1
4234,REST,PDZK1
4235,REST,ZFP82
4236,REST,TFRC
4237,REST,DGAT1
4238,REST,NUSAP1
4239,REST,KNSTRN
4240,REST,PHGDH
4241,REST,SKA3
4242,REST,LAPTM4B
4243,REST,PSMG1
4244,REST,CRAT
4245,REST,RGN
4246,REST,CEBPD
4247,REST,AHSG
4248,REST,DDC
4249,REST,ZNF519
4250,REST,DPEP1
4251,REST,PRC1
4252,REST,ODF2L
4253,REST,AMBP
4254,REST,SF3B3
4255,REST,LGALS2
4256,REST,TRIM59
4257,REST,FANCI
4258,REST,CENPA
4259,REST,ZNF215
4260,REST,CUEDC2
4261,REST,ZNF253
4262,REST,PLIN2
4263,REST,E2F8
4264,REST,SKIL
4265,REST,ECHDC2
4266,REST,DNMT1
4267,REST,ORC4
4268,REST,ZNF714
4269,REST,PCNA
4270,REST,TMEM37
4271,REST,ZFP64
4272,REST,TK1
