,Gene1,Gene2,Type,_merge
7934,RAD51C,JUND,,left_only
7935,RAD51C,MAZ,,left_only
7936,RAD51C,REST,,left_only
7937,RAD51C,MYC,,left_only
7938,RAD51C,CREB1,,left_only
7939,RAD51C,CEBPD,,left_only
7940,RAD51C,RFX5,,left_only
7941,RAD51C,FOSL2,,left_only
7942,RAD51C,MYBL2,,left_only
7943,HMMR,MAFF,,left_only
7944,HMMR,JUND,,left_only
7945,HMMR,MAZ,,left_only
7946,HMMR,REST,,left_only
7947,HMMR,MYC,,left_only
7948,HMMR,CREB1,,left_only
7949,HMMR,CEBPD,,left_only
7950,HMMR,RFX5,,left_only
7951,HMMR,FOSL2,,left_only
7952,HMMR,MYBL2,,left_only
7953,HMMR,ELF1,,left_only
7954,ZIK1,JUND,,left_only
7955,ZIK1,MAZ,,left_only
7956,ZIK1,REST,,left_only
7957,ZIK1,MYC,,left_only
7958,ZIK1,CREB1,,left_only
7959,ZIK1,CEBPD,,left_only
7960,ZIK1,RFX5,,left_only
7961,ZIK1,FOSL2,,left_only
7962,ZIK1,MYBL2,,left_only
7963,ZIK1,ELF1,,left_only
7964,DDX39A,JUND,,left_only
7965,DDX39A,MAZ,,left_only
7966,DDX39A,REST,,left_only
7967,DDX39A,MYC,,left_only
7968,DDX39A,CREB1,,left_only
7969,DDX39A,CEBPD,,left_only
7970,DDX39A,RFX5,,left_only
7971,DDX39A,FOSL2,,left_only
7972,DDX39A,MYBL2,,left_only
7973,DDX39A,ELF1,,left_only
7974,ETV5,JUND,,left_only
7975,ETV5,MAZ,,left_only
7976,ETV5,REST,,left_only
7977,ETV5,MYC,,left_only
7978,ETV5,CREB1,,left_only
7979,ETV5,CEBPD,,left_only
7980,ETV5,RFX5,,left_only
7981,ETV5,FOSL2,,left_only
7982,ETV5,MYBL2,,left_only
7983,ETV5,ELF1,,left_only
7985,RFX5,FLRT2,,left_only
7986,RFX5,ACOX2,,left_only
7988,RFX5,GYG1,,left_only
7991,RFX5,EXOSC3,,left_only
7992,RFX5,MEP1A,,left_only
7995,RFX5,ANG,,left_only
7996,RFX5,WDR54,,left_only
7997,RFX5,ZNF850,,left_only
7998,RFX5,PLA2G12B,,left_only
7999,RFX5,ZNF560,,left_only
8000,RFX5,ZNF227,,left_only
8001,RFX5,PAFAH1B3,,left_only
8002,RFX5,SALL4,,left_only
8003,RFX5,PITX1,,left_only
8006,RFX5,PLRG1,,left_only
8009,RFX5,BCS1L,,left_only
8010,RFX5,MTHFD1,,left_only
8011,RFX5,RAB25,,left_only
8012,RFX5,PMAIP1,,left_only
8014,RFX5,DNASE1,,left_only
8015,RFX5,FEN1,,left_only
8016,RFX5,TPM2,,left_only
8017,RFX5,ZNF569,,left_only
8019,RFX5,MTFP1,,left_only
8020,RFX5,SLC7A3,,left_only
8021,RFX5,FAM114A1,,left_only
8022,RFX5,EBNA1BP2,,left_only
8024,RFX5,CTPS1,,left_only
8025,RFX5,PLAGL2,,left_only
8026,RFX5,ZNF484,,left_only
8028,RFX5,DUT,,left_only
8029,RFX5,YBX1,,left_only
8030,RFX5,F3,,left_only
8032,RFX5,KDM2B,,left_only
8033,RFX5,TGIF2,,left_only
8034,RFX5,ZNF695,,left_only
8035,RFX5,ALG6,,left_only
8037,RFX5,LAMB2,,left_only
8038,RFX5,APOC4.APOC2,,left_only
8039,RFX5,TEAD4,,left_only
8041,RFX5,ZNF66,,left_only
8042,RFX5,SEC11C,,left_only
8043,RFX5,APOC2,,left_only
8044,RFX5,ACADVL,,left_only
8045,RFX5,ARSE,,left_only
8046,RFX5,CTSC,,left_only
8047,RFX5,ZNF677,,left_only
8050,RFX5,CEBPA,,left_only
8051,RFX5,TET1,,left_only
8054,RFX5,ALB,,left_only
8055,RFX5,CRABP2,,left_only
8056,RFX5,ANLN,,left_only
8057,RFX5,DLGAP5,,left_only
8060,RFX5,ADSL,,left_only
8062,RFX5,NNAT,,left_only
8064,RFX5,HDX,,left_only
8065,RFX5,NDUFAF4,,left_only
8069,RFX5,APOC3,,left_only
8070,RFX5,ASNS,,left_only
8072,RFX5,PEMT,,left_only
8073,RFX5,CMC1,,left_only
8074,RFX5,ZNF525,,left_only
8075,RFX5,DPYSL2,,left_only
8078,RFX5,XPO5,,left_only
8079,RFX5,TP53,,left_only
8081,RFX5,CENPF,,left_only
8082,RFX5,WDR74,,left_only
8084,RFX5,HNF4A,,left_only
8085,RFX5,ZNF880,,left_only
8086,RFX5,NODAL,,left_only
8089,RFX5,DERA,,left_only
8090,RFX5,FANCB,,left_only
8091,RFX5,C12orf45,,left_only
8092,RFX5,ANP32E,,left_only
8096,RFX5,BUB1,,left_only
8097,RFX5,NUP93,,left_only
8101,RFX5,DKC1,,left_only
8102,RFX5,THRB,,left_only
8103,RFX5,ZNF814,,left_only
8104,RFX5,BSCL2,,left_only
8105,RFX5,MLXIPL,,left_only
8108,RFX5,NPRL2,,left_only
8109,RFX5,MCM6,,left_only
8110,RFX5,G6PC3,,left_only
8111,RFX5,RFX7,,left_only
8112,RFX5,ZNF595,,left_only
8113,RFX5,CAPG,,left_only
8114,RFX5,ITGB5,,left_only
8116,RFX5,ANXA3,,left_only
8117,RFX5,SHMT2,,left_only
8118,RFX5,ITIH4,,left_only
8119,RFX5,HMGA2,,left_only
8120,RFX5,CAMK2D,,left_only
8121,RFX5,ANAPC7,,left_only
8122,RFX5,COMMD3,,left_only
8124,RFX5,ZNF788,,left_only
8125,RFX5,CAPN12,,left_only
8127,RFX5,BZW2,,left_only
8128,RFX5,WDR43,,left_only
8129,RFX5,WFDC2,,left_only
8131,RFX5,CREB3L3,,left_only
8132,RFX5,ZNF281,,left_only
8133,RFX5,TCF7L1,,left_only
8134,RFX5,NR3C1,,left_only
8135,RFX5,PRIM1,,left_only
8136,RFX5,TF,,left_only
8137,RFX5,MYCN,,left_only
8143,RFX5,LITAF,,left_only
8144,RFX5,MUSTN1,,left_only
8148,RFX5,ASGR1,,left_only
8151,RFX5,ZNF860,,left_only
8152,RFX5,ZNF398,,left_only
8153,RFX5,NUP37,,left_only
8154,RFX5,SLC35D2,,left_only
8156,RFX5,ICA1,,left_only
8157,RFX5,UBE2C,,left_only
8161,RFX5,ZNF134,,left_only
8165,RFX5,ZNF22,,left_only
8167,RFX5,AGT,,left_only
8168,RFX5,RAMP1,,left_only
8170,RFX5,GMEB1,,left_only
8173,RFX5,ARID3B,,left_only
8174,RFX5,JUN,,left_only
8175,RFX5,GPN3,,left_only
8178,RFX5,MT1G,,left_only
8181,RFX5,KNTC1,,left_only
8183,RFX5,KPNA2,,left_only
8184,RFX5,GSN,,left_only
8185,RFX5,ZNF644,,left_only
8186,RFX5,SOX15,,left_only
8191,RFX5,THYN1,,left_only
8192,RFX5,ARID2,,left_only
8193,RFX5,ATP1B3,,left_only
8195,RFX5,COMMD10,,left_only
8196,RFX5,ZWINT,,left_only
8197,RFX5,HPN,,left_only
8198,RFX5,NR1I3,,left_only
8201,RFX5,VTN,,left_only
8204,RFX5,PRPS2,,left_only
8208,RFX5,E2F7,,left_only
8210,RFX5,CKS1B,,left_only
8212,RFX5,CSRP2,,left_only
8213,RFX5,FAM13A,,left_only
8214,RFX5,MTTP,,left_only
8215,RFX5,SCAPER,,left_only
8216,RFX5,RRM2,,left_only
8217,RFX5,AXL,,left_only
8219,RFX5,GSTK1,,left_only
8221,RFX5,DPH5,,left_only
8222,RFX5,ZNF101,,left_only
8223,RFX5,HELLS,,left_only
8225,RFX5,TGIF1,,left_only
8226,RFX5,DR1,,left_only
8228,RFX5,RAD51AP1,,left_only
8233,RFX5,POU2F1,,left_only
8235,RFX5,LAMC1,,left_only
8236,RFX5,ACOT7,,left_only
8237,RFX5,LIN28B,,left_only
8238,RFX5,ASPH,,left_only
8239,RFX5,ICE2,,left_only
8241,RFX5,S100A16,,left_only
8243,RFX5,UTP18,,left_only
8244,RFX5,PCGF6,,left_only
8245,RFX5,BLVRA,,left_only
8248,RFX5,SLC7A7,,left_only
8250,RFX5,QPCT,,left_only
8251,RFX5,TUBB6,,left_only
8254,RFX5,REST,,left_only
8255,RFX5,MYC,,left_only
8259,RFX5,FAM64A,,left_only
8260,RFX5,DDIT3,,left_only
8261,RFX5,PA2G4,,left_only
8265,RFX5,YAF2,,left_only
8267,RFX5,ZNF202,,left_only
8268,RFX5,ZNF93,,left_only
8269,RFX5,ZNF480,,left_only
8270,RFX5,ZNF561,,left_only
8272,RFX5,KIAA0101,,left_only
8273,RFX5,IMP4,,left_only
8276,RFX5,PLK1,,left_only
8277,RFX5,SAAL1,,left_only
8279,RFX5,WDR12,,left_only
8282,RFX5,ANPEP,,left_only
8284,RFX5,TFDP1,,left_only
8285,RFX5,ZNF85,,left_only
8286,RFX5,FOXM1,,left_only
8287,RFX5,ZNF667,,left_only
8290,RFX5,IL6ST,,left_only
8292,RFX5,SMC4,,left_only
8293,RFX5,LRR1,,left_only
8294,RFX5,E2F4,,left_only
8301,RFX5,EFNA1,,left_only
8303,RFX5,KDELR3,,left_only
8306,RFX5,NCAPG,,left_only
8307,RFX5,F2RL1,,left_only
8309,RFX5,AEBP2,,left_only
8310,RFX5,HMGA1,,left_only
8312,RFX5,C3orf14,,left_only
8313,RFX5,TOPORS,,left_only
8316,RFX5,HMGCS2,,left_only
8317,RFX5,SLC38A2,,left_only
8318,RFX5,ADNP,,left_only
8320,RFX5,MEIS3,,left_only
8321,RFX5,GEMIN2,,left_only
8322,RFX5,EPAS1,,left_only
8323,RFX5,CIDEB,,left_only
8324,RFX5,RAB28,,left_only
8325,RFX5,USP7,,left_only
8326,RFX5,NT5DC2,,left_only
8327,RFX5,DNMT3B,,left_only
8329,RFX5,EPHX2,,left_only
8331,RFX5,MTUS1,,left_only
8334,RFX5,RNF138,,left_only
8335,RFX5,C19orf48,,left_only
8340,RFX5,ZNF551,,left_only
8341,RFX5,PIN1,,left_only
8342,RFX5,PDZK1,,left_only
8343,RFX5,ZFP82,,left_only
8348,RFX5,PHGDH,,left_only
8349,RFX5,SKA3,,left_only
8351,RFX5,PSMG1,,left_only
8352,RFX5,CRAT,,left_only
8353,RFX5,RGN,,left_only
8354,RFX5,CEBPD,,left_only
8355,RFX5,AHSG,,left_only
8356,RFX5,DDC,,left_only
8357,RFX5,ZNF519,,left_only
8359,RFX5,DPEP1,,left_only
8363,RFX5,SF3B3,,left_only
8364,RFX5,LGALS2,,left_only
8365,RFX5,TRIM59,,left_only
8366,RFX5,FANCI,,left_only
8368,RFX5,ZNF215,,left_only
8371,RFX5,PLIN2,,left_only
8375,RFX5,ITLN2,,left_only
8376,RFX5,ECHDC2,,left_only
8377,RFX5,DNMT1,,left_only
8378,RFX5,ORC4,,left_only
8380,RFX5,ZNF587B,,left_only
8383,RFX5,THAP1,,left_only
8384,RFX5,GALM,,left_only
8387,RFX5,DCAF13,,left_only
8388,RFX5,IRF1,,left_only
8389,RFX5,ZNF146,,left_only
8390,RFX5,ZNF354A,,left_only
8391,RFX5,PUS7L,,left_only
8393,RFX5,ETS1,,left_only
8394,RFX5,ACADSB,,left_only
8395,RFX5,MAP1B,,left_only
8396,RFX5,HPRT1,,left_only
8397,RFX5,ZNF195,,left_only
8402,RFX5,RREB1,,left_only
8403,RFX5,ASUN,,left_only
8405,RFX5,ZWILCH,,left_only
8407,RFX5,MEST,,left_only
8408,RFX5,ZBTB44,,left_only
8412,RFX5,SLC25A20,,left_only
8413,RFX5,MTERF3,,left_only
8416,RFX5,COQ3,,left_only
8417,RFX5,NVL,,left_only
8419,RFX5,RNASEH2A,,left_only
8420,RFX5,TIPIN,,left_only
8421,RFX5,HGD,,left_only
8427,RFX5,ANAPC4,,left_only
8430,RFX5,APOA2,,left_only
8431,RFX5,RAB34,,left_only
8432,RFX5,E2F5,,left_only
8434,RFX5,SIL1,,left_only
8440,RFX5,HMMR,,left_only
8441,RFX5,ZIK1,,left_only
8442,RFX5,DDX39A,,left_only
8444,RFX5,RFX5,,left_only
8453,RFX5,PPT1,,left_only
8454,RFX5,SLC38A1,,left_only
8458,RFX5,ZNF718,,left_only
8461,RFX5,FOSL2,,left_only
8463,RFX5,CHEK2,,left_only
8467,RFX5,G2E3,,left_only
8469,RFX5,HP,,left_only
8470,RFX5,PON2,,left_only
8471,RFX5,HINFP,,left_only
8473,RFX5,PRAP1,,left_only
8475,RFX5,HPX,,left_only
8476,RFX5,P4HA2,,left_only
8477,RFX5,AMZ2,,left_only
8478,RFX5,TSFM,,left_only
8479,RFX5,GNRH2,,left_only
8481,RFX5,ANXA4,,left_only
8482,RFX5,STMN1,,left_only
8484,RFX5,CYP3A5,,left_only
8485,RFX5,ZNF107,,left_only
8486,RFX5,FMO5,,left_only
8487,RFX5,GMPS,,left_only
8488,RFX5,ZNF260,,left_only
8490,RFX5,APOA4,,left_only
8492,RFX5,ZNF678,,left_only
8494,RFX5,DPAGT1,,left_only
8495,RFX5,ZNF286A,,left_only
8496,RFX5,IRF3,,left_only
8497,RFX5,TCF3,,left_only
8498,RFX5,TEX10,,left_only
8499,RFX5,SHISA2,,left_only
8501,RFX5,ZNF92,,left_only
8502,RFX5,YBX3,,left_only
8504,RFX5,ATMIN,,left_only
8505,RFX5,SULT1A2,,left_only
8506,RFX5,KLF6,,left_only
8509,RFX5,ZNF286B,,left_only
8514,RFX5,ZNF232,,left_only
8515,RFX5,CD9,,left_only
8516,RFX5,ELF1,,left_only
8518,RFX5,PARPBP,,left_only
8519,RFX5,AGTRAP,,left_only
8521,RFX5,OAZ2,,left_only
8523,RFX5,CHEK1,,left_only
8524,RFX5,ZNF532,,left_only
8526,RFX5,FGG,,left_only
8528,RFX5,STX8,,left_only
8529,RFX5,FGA,,left_only
8530,RFX5,ALG8,,left_only
8532,RFX5,RBP4,,left_only
8535,RFX5,ZNF208,,left_only
8536,RFX5,PTTG1,,left_only
8537,RFX5,KIF20B,,left_only
8538,RFX5,MT1X,,left_only
8540,RFX5,THAP11,,left_only
8541,RFX5,MTAP,,left_only
8542,RFX5,CDCA3,,left_only
8544,RFX5,KNG1,,left_only
8549,FOXP1,JUND,,left_only
8550,FOXP1,CREB1,,left_only
8551,FOXP1,FOSL2,,left_only
8552,CCNB2,JUND,,left_only
8553,CCNB2,MAZ,,left_only
8554,CCNB2,REST,,left_only
8555,CCNB2,MYC,,left_only
8556,CCNB2,CREB1,,left_only
8557,CCNB2,CEBPD,,left_only
8558,CCNB2,RFX5,,left_only
8559,CCNB2,FOSL2,,left_only
8560,CCNB2,MYBL2,,left_only
8561,CCNB2,ELF1,,left_only
8562,ATIC,JUND,,left_only
8563,ATIC,MAZ,,left_only
8564,ATIC,REST,,left_only
8565,ATIC,MYC,,left_only
8566,ATIC,CREB1,,left_only
8567,ATIC,CEBPD,,left_only
8568,ATIC,RFX5,,left_only
8569,ATIC,FOSL2,,left_only
8570,ATIC,MYBL2,,left_only
8571,ATIC,ELF1,,left_only
8572,MRPS27,JUND,,left_only
8573,MRPS27,MAZ,,left_only
8574,MRPS27,REST,,left_only
8575,MRPS27,MYC,,left_only
8576,MRPS27,CREB1,,left_only
8577,MRPS27,CEBPD,,left_only
8578,MRPS27,RFX5,,left_only
8579,MRPS27,FOSL2,,left_only
8580,MRPS27,MYBL2,,left_only
8581,PRMT3,JUND,,left_only
8582,PRMT3,MAZ,,left_only
8583,PRMT3,REST,,left_only
8584,PRMT3,MYC,,left_only
8585,PRMT3,CREB1,,left_only
8586,PRMT3,CEBPD,,left_only
8587,PRMT3,RFX5,,left_only
8588,PRMT3,FOSL2,,left_only
8589,PRMT3,MYBL2,,left_only
8590,PRMT3,ELF1,,left_only
8591,ACTL6A,JUND,,left_only
8592,ACTL6A,MAZ,,left_only
8593,ACTL6A,REST,,left_only
8594,ACTL6A,MYC,,left_only
8595,ACTL6A,CREB1,,left_only
8596,ACTL6A,CEBPD,,left_only
8597,ACTL6A,RFX5,,left_only
8598,ACTL6A,FOSL2,,left_only
8599,ACTL6A,MYBL2,,left_only
8600,ACTL6A,ELF1,,left_only
8601,TPX2,MAFF,,left_only
8602,TPX2,JUND,,left_only
8603,TPX2,MAZ,,left_only
8604,TPX2,REST,,left_only
8605,TPX2,MYC,,left_only
8606,TPX2,CREB1,,left_only
8607,TPX2,CEBPD,,left_only
8608,TPX2,RFX5,,left_only
8609,TPX2,FOSL2,,left_only
8610,TPX2,MYBL2,,left_only
8611,TPX2,ELF1,,left_only
8612,ATG5,JUND,,left_only
8613,ATG5,MAZ,,left_only
8614,ATG5,MYC,,left_only
8615,ATG5,CREB1,,left_only
8616,ATG5,CEBPD,,left_only
8617,ATG5,RFX5,,left_only
8618,ATG5,FOSL2,,left_only
8619,THAP4,JUND,,left_only
8620,THAP4,MAZ,,left_only
8621,THAP4,REST,,left_only
8622,THAP4,MYC,,left_only
8623,THAP4,CREB1,,left_only
8624,THAP4,CEBPD,,left_only
8625,THAP4,RFX5,,left_only
8626,THAP4,FOSL2,,left_only
8627,THAP4,MYBL2,,left_only
8628,THAP4,ELF1,,left_only
8629,OCIAD2,JUND,,left_only
8630,OCIAD2,MYC,,left_only
8631,OCIAD2,CREB1,,left_only
8632,PPT1,MAFF,,left_only
8633,PPT1,JUND,,left_only
8634,PPT1,MAZ,,left_only
8635,PPT1,REST,,left_only
8636,PPT1,MYC,,left_only
8637,PPT1,CREB1,,left_only
8638,PPT1,CEBPD,,left_only
8639,PPT1,RFX5,,left_only
8640,PPT1,FOSL2,,left_only
8641,PPT1,MYBL2,,left_only
8642,PPT1,ELF1,,left_only
8643,SLC38A1,JUND,,left_only
8644,SLC38A1,MAZ,,left_only
8645,SLC38A1,REST,,left_only
8646,SLC38A1,MYC,,left_only
8647,SLC38A1,CREB1,,left_only
8648,SLC38A1,CEBPD,,left_only
8649,SLC38A1,RFX5,,left_only
8650,SLC38A1,FOSL2,,left_only
8651,SLC38A1,MYBL2,,left_only
8652,SLC38A1,ELF1,,left_only
8653,F10,JUND,,left_only
8654,F10,MAZ,,left_only
8655,F10,REST,,left_only
8656,F10,MYC,,left_only
8657,F10,CREB1,,left_only
8658,F10,CEBPD,,left_only
8659,F10,RFX5,,left_only
8660,F10,FOSL2,,left_only
8661,F10,MYBL2,,left_only
8662,F10,ELF1,,left_only
8663,NUDT15,JUND,,left_only
8664,NUDT15,MAZ,,left_only
8665,NUDT15,REST,,left_only
8666,NUDT15,MYC,,left_only
8667,NUDT15,CREB1,,left_only
8668,NUDT15,CEBPD,,left_only
8669,NUDT15,RFX5,,left_only
8670,NUDT15,FOSL2,,left_only
8671,NUDT15,MYBL2,,left_only
8672,NUDT15,ELF1,,left_only
8673,GPC3,JUND,,left_only
8674,GPC3,MAZ,,left_only
8675,GPC3,REST,,left_only
8676,GPC3,MYC,,left_only
8677,GPC3,CREB1,,left_only
8678,GPC3,CEBPD,,left_only
8679,GPC3,RFX5,,left_only
8680,GPC3,FOSL2,,left_only
8681,GPC3,MYBL2,,left_only
8682,GPC3,ELF1,,left_only
8683,ZNF718,JUND,,left_only
8684,ZNF718,CREB1,,left_only
8685,ZNF718,CEBPD,,left_only
8686,ZNF718,RFX5,,left_only
8687,ZNF718,FOSL2,,left_only
8688,WDYHV1,JUND,,left_only
8689,WDYHV1,REST,,left_only
8690,WDYHV1,CREB1,,left_only
8691,WDYHV1,CEBPD,,left_only
8692,WDYHV1,RFX5,,left_only
8693,WDYHV1,FOSL2,,left_only
8694,FOSB,JUND,,left_only
8695,FOSB,MAZ,,left_only
8696,FOSB,REST,,left_only
8697,FOSB,MYC,,left_only
8698,FOSB,CREB1,,left_only
8699,FOSB,CEBPD,,left_only
8700,FOSB,RFX5,,left_only
8701,FOSB,FOSL2,,left_only
8702,FOSB,MYBL2,,left_only
8703,RHOBTB3,JUND,,left_only
8704,RHOBTB3,MYC,,left_only
8705,RHOBTB3,CREB1,,left_only
8706,RHOBTB3,FOSL2,,left_only
8708,FOSL2,FLRT2,,left_only
8713,FOSL2,CREB3L4,,left_only
8715,FOSL2,MEP1A,,left_only
8717,FOSL2,CCNB1,,left_only
8720,FOSL2,WDR54,,left_only
8722,FOSL2,ZNF850,,left_only
8723,FOSL2,PLA2G12B,,left_only
8724,FOSL2,ZNF560,,left_only
8726,FOSL2,PAFAH1B3,,left_only
8727,FOSL2,SALL4,,left_only
8728,FOSL2,PITX1,,left_only
8730,FOSL2,CENPW,,left_only
8731,FOSL2,PLRG1,,left_only
8735,FOSL2,MTHFD1,,left_only
8736,FOSL2,RAB25,,left_only
8737,FOSL2,PMAIP1,,left_only
8740,FOSL2,FEN1,,left_only
8741,FOSL2,TPM2,,left_only
8742,FOSL2,ISY1,,left_only
8745,FOSL2,MTFP1,,left_only
8746,FOSL2,SLC7A3,,left_only
8747,FOSL2,FAM114A1,,left_only
8749,FOSL2,CKAP2,,left_only
8750,FOSL2,CTPS1,,left_only
8754,FOSL2,DUT,,left_only
8755,FOSL2,YBX1,,left_only
8757,FOSL2,ARL6IP6,,left_only
8758,FOSL2,KDM2B,,left_only
8760,FOSL2,ZNF695,,left_only
8761,FOSL2,ALG6,,left_only
8763,FOSL2,LAMB2,,left_only
8764,FOSL2,APOC4.APOC2,,left_only
8765,FOSL2,TEAD4,,left_only
8766,FOSL2,TERF1,,left_only
8768,FOSL2,SEC11C,,left_only
8772,FOSL2,CTSC,,left_only
8773,FOSL2,ZNF677,,left_only
8780,FOSL2,ALB,,left_only
8784,FOSL2,DLGAP5,,left_only
8787,FOSL2,ZFAND2A,,left_only
8788,FOSL2,ADSL,,left_only
8789,FOSL2,TTF1,,left_only
8790,FOSL2,NNAT,,left_only
8792,FOSL2,HDX,,left_only
8803,FOSL2,DPYSL2,,left_only
8808,FOSL2,CENPF,,left_only
8809,FOSL2,WDR74,,left_only
8810,FOSL2,CDK1,,left_only
8812,FOSL2,ZNF880,,left_only
8813,FOSL2,NODAL,,left_only
8814,FOSL2,STAT2,,left_only
8816,FOSL2,DERA,,left_only
8817,FOSL2,FANCB,,left_only
8818,FOSL2,C12orf45,,left_only
8820,FOSL2,SPTLC3,,left_only
8826,FOSL2,AURKB,,left_only
8828,FOSL2,DKC1,,left_only
8829,FOSL2,THRB,,left_only
8830,FOSL2,ZNF814,,left_only
8835,FOSL2,NPRL2,,left_only
8836,FOSL2,CCS,,left_only
8837,FOSL2,MCM6,,left_only
8839,FOSL2,RFX7,,left_only
8840,FOSL2,ZNF595,,left_only
8841,FOSL2,CAPG,,left_only
8842,FOSL2,ITGB5,,left_only
8845,FOSL2,SHMT2,,left_only
8847,FOSL2,HMGA2,,left_only
8849,FOSL2,ANAPC7,,left_only
8850,FOSL2,PPARA,,left_only
8853,FOSL2,ZNF788,,left_only
8854,FOSL2,CAPN12,,left_only
8855,FOSL2,ACAD11,,left_only
8858,FOSL2,WFDC2,,left_only
8861,FOSL2,ZNF281,,left_only
8862,FOSL2,TCF7L1,,left_only
8863,FOSL2,NR3C1,,left_only
8866,FOSL2,MYCN,,left_only
8867,FOSL2,MELK,,left_only
8870,FOSL2,MMS22L,,left_only
8871,FOSL2,DDB2,,left_only
8873,FOSL2,MUSTN1,,left_only
8874,FOSL2,UCP2,,left_only
8875,FOSL2,DNAH14,,left_only
8876,FOSL2,ZNF117,,left_only
8878,FOSL2,LCP1,,left_only
8884,FOSL2,TIMM21,,left_only
8889,FOSL2,ICA1,,left_only
8893,FOSL2,ZNF726,,left_only
8895,FOSL2,OTX2,,left_only
8896,FOSL2,ZNF134,,left_only
8901,FOSL2,ZNF22,,left_only
8905,FOSL2,ZBTB3,,left_only
8906,FOSL2,GMEB1,,left_only
8908,FOSL2,DROSHA,,left_only
8913,FOSL2,ACAA1,,left_only
8914,FOSL2,MT1G,,left_only
8915,FOSL2,MAF,,left_only
8921,FOSL2,ZNF644,,left_only
8922,FOSL2,SOX15,,left_only
8927,FOSL2,THYN1,,left_only
8929,FOSL2,ATP1B3,,left_only
8931,FOSL2,COMMD10,,left_only
8932,FOSL2,ZWINT,,left_only
8941,FOSL2,PRPS2,,left_only
8945,FOSL2,E2F7,,left_only
8947,FOSL2,CKS1B,,left_only
8949,FOSL2,ZNF681,,left_only
8950,FOSL2,CSRP2,,left_only
8953,FOSL2,SCAPER,,left_only
8954,FOSL2,ALDH9A1,,left_only
8958,FOSL2,GSTK1,,left_only
8962,FOSL2,HELLS,,left_only
8967,FOSL2,ZNF766,,left_only
8968,FOSL2,RAD51AP1,,left_only
8973,FOSL2,POU2F1,,left_only
8977,FOSL2,LIN28B,,left_only
8980,FOSL2,ZNF660,,left_only
8984,FOSL2,DOT1L,,left_only
8985,FOSL2,UTP18,,left_only
8986,FOSL2,PCGF6,,left_only
8987,FOSL2,BLVRA,,left_only
8990,FOSL2,SLC7A7,,left_only
8996,FOSL2,REST,,left_only
8997,FOSL2,MYC,,left_only
8999,FOSL2,TDGF1,,left_only
9001,FOSL2,SMAD3,,left_only
9002,FOSL2,SMAD5,,left_only
9003,FOSL2,FAM64A,,left_only
9009,FOSL2,YAF2,,left_only
9013,FOSL2,ZNF93,,left_only
9014,FOSL2,ZNF480,,left_only
9016,FOSL2,CDC20,,left_only
9017,FOSL2,KIAA0101,,left_only
9019,FOSL2,GRHL1,,left_only
9028,FOSL2,ANPEP,,left_only
9030,FOSL2,TFDP1,,left_only
9031,FOSL2,ZNF85,,left_only
9034,FOSL2,ZNF667,,left_only
9035,FOSL2,HMGN3,,left_only
9036,FOSL2,AKR1B1,,left_only
9040,FOSL2,LRR1,,left_only
9050,FOSL2,KDELR3,,left_only
9051,FOSL2,CNOT10,,left_only
9057,FOSL2,HMGA1,,left_only
9059,FOSL2,C3orf14,,left_only
9063,FOSL2,HMGCS2,,left_only
9067,FOSL2,MEIS3,,left_only
9070,FOSL2,CIDEB,,left_only
9071,FOSL2,RAB28,,left_only
9073,FOSL2,NT5DC2,,left_only
9074,FOSL2,DNMT3B,,left_only
9078,FOSL2,MTUS1,,left_only
9081,FOSL2,RNF138,,left_only
9083,FOSL2,MED21,,left_only
9086,FOSL2,CCDC82,,left_only
9087,FOSL2,ZNF551,,left_only
9088,FOSL2,PIN1,,left_only
9090,FOSL2,ZFP82,,left_only
9094,FOSL2,KNSTRN,,left_only
9095,FOSL2,PHGDH,,left_only
9100,FOSL2,RGN,,left_only
9101,FOSL2,CEBPD,,left_only
9104,FOSL2,ZNF519,,left_only
9105,FOSL2,UMPS,,left_only
9106,FOSL2,DPEP1,,left_only
9108,FOSL2,ODF2L,,left_only
9110,FOSL2,SF3B3,,left_only
9111,FOSL2,LGALS2,,left_only
9112,FOSL2,TRIM59,,left_only
9114,FOSL2,ZUFSP,,left_only
9116,FOSL2,ZNF215,,left_only
9119,FOSL2,PLIN2,,left_only
9120,FOSL2,E2F8,,left_only
9123,FOSL2,ITLN2,,left_only
9124,FOSL2,ECHDC2,,left_only
9127,FOSL2,ZNF714,,left_only
9128,FOSL2,ZNF587B,,left_only
9137,FOSL2,IRF1,,left_only
9146,FOSL2,HPRT1,,left_only
9147,FOSL2,ZNF195,,left_only
9148,FOSL2,NR2F2,,left_only
9152,FOSL2,RREB1,,left_only
9153,FOSL2,ASUN,,left_only
9155,FOSL2,ZWILCH,,left_only
9156,FOSL2,GTF2I,,left_only
9158,FOSL2,ZBTB44,,left_only
9162,FOSL2,SLC25A20,,left_only
9163,FOSL2,MTERF3,,left_only
9180,FOSL2,DPF3,,left_only
9183,FOSL2,ZFP62,,left_only
9184,FOSL2,E2F5,,left_only
9189,FOSL2,E2F3,,left_only
9192,FOSL2,RAD51C,,left_only
9193,FOSL2,HMMR,,left_only
9194,FOSL2,ZIK1,,left_only
9195,FOSL2,DDX39A,,left_only
9197,FOSL2,RFX5,,left_only
9199,FOSL2,CCNB2,,left_only
9208,FOSL2,SLC38A1,,left_only
9211,FOSL2,GPC3,,left_only
