Gene1,Gene2
MAZ,ANAPC4
MAZ,GEMIN8
MAZ,GTF2I
MAZ,C17orf75
MAZ,TBX3
MAZ,ZNF260
MAZ,ZNF33A
MAZ,ATL2
MAZ,AMZ2
MAZ,TBPL1
MAZ,PEMT
MAZ,TEX10
MAZ,PAFAH1B3
MAZ,FOSL2
MAZ,UBL7
MAZ,SEC11C
MAZ,RBPJ
MAZ,ZNF574
MAZ,TGIF1
MAZ,SRF
MAZ,CDK5RAP1
MAZ,BPTF
MAZ,NUP54
MAZ,DNPEP
MAZ,ZNF581
MAZ,IRF9
MAZ,NR3C1
MAZ,NUP93
MAZ,CCDC82
MAZ,CXXC5
MAZ,TEAD4
MAZ,ZNF286A
MAZ,BZW2
MAZ,CPSF3
MAZ,MCM7
MAZ,GMPS
MAZ,ING3
MAZ,PBX1
MAZ,MYSM1
MAZ,PLAGL2
MAZ,RNF138
MAZ,PRKCE
MAZ,RFXANK
MAZ,STAT2
MAZ,OAZ2
MAZ,SKIL
MAZ,DDIT3
MAZ,POLB
MAZ,APEH
MAZ,HMGN3
MAZ,ARID2
MAZ,G6PC3
MAZ,PARPBP
MAZ,NUP37
MAZ,CREB1
MAZ,ATP1B3
MAZ,ZNF616
MAZ,NR6A1
MAZ,CDCA3
MAZ,C1GALT1
MAZ,VTN
MAZ,ZNF770
MAZ,E2F3
MAZ,NR1H3
MAZ,ZNF354A
MAZ,VRK1
MAZ,NT5DC2
MAZ,DSN1
MAZ,SGK1
MAZ,VEZF1
MAZ,NCOA1
MAZ,PRC1
MAZ,NEDD1
MAZ,ZNF281
MAZ,CENPN
MAZ,IL6ST
MAZ,TOPORS
MAZ,LAMB2
MAZ,ZNF286B
MAZ,HIBCH
MAZ,MPHOSPH9
MAZ,MST1
MAZ,ADNP
MAZ,GATAD2B
MAZ,PHGDH
MAZ,CUEDC2
MAZ,THAP4
MAZ,HERPUD1
MAZ,RAB28
MAZ,EFTUD2
MAZ,PA2G4
MAZ,ETV4
MAZ,DGAT1
MAZ,TIPIN
MAZ,EBNA1BP2
MAZ,ZNF891
MAZ,AHR
MAZ,JUN
MAZ,ZFP64
MAZ,TDP2
MAZ,BRIX1
MAZ,WDR54
MAZ,ZNF512
MAZ,TK1
MAZ,SP4
MAZ,C19orf48
MAZ,UGP2
MAZ,HMGCL
MAZ,MPC1
MAZ,ACOT7
MAZ,DCLRE1C
MAZ,PCNA
MAZ,MCM4
MAZ,PRMT5
MAZ,ANP32E
MAZ,ZNF280B
MAZ,ALG6
MAZ,ZFP62
MAZ,ATMIN
MAZ,NOL10
MAZ,MTTP
MAZ,RARG
MAZ,BIRC5
MAZ,DNMT3B
MAZ,SMAD3
MAZ,MRPL1
MAZ,ZNF397
MAZ,MCM3
MAZ,JUND
MAZ,NVL
MAZ,UQCC1
MAZ,LAMC1
MAZ,CRABP2
MAZ,PRIM1
MAZ,TBRG4
MAZ,RAD51AP1
MAZ,DOT1L
MAZ,SLC25A20
MAZ,PSMG1
MAZ,CSRP2
MAZ,REST
MAZ,TCF7L1
MAZ,PPIL1
MAZ,ATG5
MAZ,DUT
MAZ,SALL2
MAZ,DROSHA
MAZ,GALK1
MAZ,MMS22L
MAZ,PIGH
MAZ,GNPNAT1
MAZ,DPYSL2
MAZ,MYC
MAZ,TMEM120A
MAZ,CDKN3
MAZ,CEBPA
MAZ,CREB3L2
MAZ,CEP70
MAZ,NUDT15
MAZ,KIF22
MAZ,GRHL1
MAZ,POLR1C
MAZ,NFYB
MAZ,C11orf1
MAZ,ZNF146
MAZ,KAT7
MAZ,HMGA1
MAZ,COQ3
MAZ,WDYHV1
MAZ,HAUS1
MAZ,MXD1
MAZ,ASPH
MAZ,WARS
MAZ,ZNF561
MAZ,SCAPER
MAZ,MTHFD2
MAZ,ANXA4
MAZ,HNRNPH2
MAZ,ATIC
MAZ,CXXC1
MAZ,BBS9
MAZ,FOXA2
MAZ,TIMM21
MAZ,ACY1
MAZ,MRPS27
MAZ,ZNF562
MAZ,MAFF
MAZ,AIMP2
MAZ,GMPR2
MAZ,KLF3
MAZ,DPCD
MAZ,PAK1IP1
MAZ,BPHL
MAZ,PEF1
MAZ,ADNP2
MAZ,FANCD2
MAZ,NIF3L1
MAZ,TET1
MAZ,AURKA
MAZ,WDR12
MAZ,TMEM37
MAZ,ZNF721
MAZ,PHF20
MAZ,ETV5
MAZ,XPO5
MAZ,ID2
MAZ,ZNF569
MAZ,ISY1
MAZ,AKR1B1
MAZ,GMNN
MAZ,NME2
MAZ,NDUFAF5
MAZ,THYN1
MAZ,PHF5A
MAZ,S100A16
MAZ,TFE3
MAZ,HMGB2
MAZ,NIP7
MAZ,PSAT1
MAZ,FANCL
MAZ,HSD17B11
MAZ,EFNA1
MAZ,CACYBP
MAZ,TCFL5
MAZ,IQGAP2
MAZ,BUB1
MAZ,E2F8
MAZ,GYG1
MAZ,FOXP1
MAZ,SF3B3
MAZ,KIF20B
MAZ,DPAGT1
MAZ,PPP1R7
MAZ,NUP35
MAZ,EPAS1
MAZ,CDC20
MAZ,UCP2
MAZ,IMP4
MAZ,ZWILCH
MAZ,MIS18BP1
MAZ,TFDP2
MAZ,NEK2
MAZ,TF
MAZ,ZNF480
MAZ,C12orf45
MAZ,C11orf74
MAZ,SMOX
MAZ,PPFIBP2
MAZ,SOX2
MAZ,GALM
MAZ,APOA1
MAZ,IL32
MAZ,CENPA
MAZ,ZNF660
MAZ,MTUS1
MAZ,RREB1
MAZ,FOXA1
MAZ,THRB
MAZ,HPN
MAZ,RBP4
MAZ,APOA2
MAZ,APOB
MAZ,APOC3
MAZ,ZNF620
MAZ,TTR
MAZ,CREB3L3
MAZ,APOC2
MAZ,AGT
MAZ,F2
MAZ,GATA4
MAZ,DDC
MAZ,F10
MAZ,ASGR1
MAZ,HP
MAZ,FGG
MAZ,NR1I3
MAZ,PEG3
MYBL2,PLK1
MYBL2,HMGB2
MYBL2,AURKA
MYBL2,G2E3
MYBL2,PRMT5
MYBL2,BUB1B
MYBL2,CENPF
MYBL2,CDC20
MYBL2,BUB1
MYBL2,BIRC5
MYBL2,PRC1
MYBL2,TPX2
MYBL2,HMGN4
MYBL2,SMC4
MYBL2,MAZ
MYBL2,ECT2
MYBL2,TOP2A
MYBL2,CENPA
MYBL2,CCNB1
MYBL2,UBE2C
MYBL2,NUF2
MYBL2,CENPE
MYBL2,IRF9
MYBL2,CKS2
MYBL2,KPNA2
MYBL2,UBE2T
MYBL2,NCAPG
MYBL2,KIF20B
MYBL2,ANLN
MYBL2,HMMR
MYBL2,NUP35
MYBL2,XPO5
MYBL2,CDK1
MYBL2,KIF23
MYBL2,MTF2
MYBL2,NDUFAF5
MYBL2,KNSTRN
MYBL2,TGIF1
MYBL2,ATL2
MYBL2,MPHOSPH9
MYBL2,AURKB
MYBL2,TIMM9
MYBL2,MIS18BP1
MYBL2,PHF5A
MYBL2,TK1
MYBL2,CDK5RAP1
MYBL2,CEP70
MYBL2,NUSAP1
MYBL2,DLGAP5
MYBL2,MRPL1
MYBL2,FGA
MYBL2,ANP32E
MYBL2,ETV4
MYBL2,APOB
MYBL2,HP
MYBL2,CENPU
MYBL2,NUP54
MYBL2,AHSG
MYBL2,GALM
MYBL2,ZNF232
MYBL2,ANG
MYBL2,TSFM
MYBL2,TATDN3
MYBL2,DTWD1
MYBL2,KIF22
MYBL2,NIF3L1
MYBL2,ASNSD1
MYBL2,CDCA3
MYBL2,CKAP2
MYBL2,GEMIN2
MYBL2,G6PC3
MYBL2,NEK2
MYBL2,NIP7
MYBL2,CDKN3
MYBL2,PAK1IP1
MYBL2,AASS
MYBL2,UQCC1
MYBL2,SLC7A6
MYBL2,FOXM1
MYBL2,DCLRE1C
MYBL2,MGST2
MYBL2,FASTKD2
MYBL2,PA2G4
MYBL2,MCM4
MYBL2,FANCL
MYBL2,HIBCH
MYBL2,IMP4
MYBL2,DRAP1
MYBL2,PCNA
MYBL2,NOP16
MYBL2,ZWINT
MYBL2,CENPN
MYBL2,CCNB2
MYBL2,CAPG
MYBL2,FANCD2
MYBL2,BPTF
MYBL2,CHEK2
MYBL2,PTTG1
MYBL2,MAD2L1
MYBL2,UTP18
MYBL2,AGT
MYBL2,KAT7
MYBL2,CXXC1
MYBL2,NR1I3
MYBL2,ZNF286A
MYBL2,MST1
MYBL2,EFTUD2
MYBL2,HSD17B11
MYBL2,DCAF13
MYBL2,CENPK
MYBL2,ZNF300
MYBL2,MTTP
MYBL2,HGD
MYBL2,CUEDC2
MYBL2,TBPL1
MYBL2,SKA3
MYBL2,POLR1C
MYBL2,ZNF398
MYBL2,DNMT1
MYBL2,FOXN2
MYBL2,ZNF721
MYBL2,PARPBP
MYBL2,NUP37
MYBL2,NR1H3
MYBL2,ZNF101
MYBL2,DR1
MYBL2,ORC4
MYBL2,VPS72
MYBL2,TCFL5
MYBL2,AIMP2
MYBL2,PPIL1
MYBL2,TDP2
MYBL2,CETN3
MYBL2,E2F3
MYBL2,ASPH
MYBL2,RBPJ
MYBL2,NOL10
MYBL2,RFC4
MYBL2,E2F8
MYBL2,F10
MYBL2,C11orf1
MYBL2,MXD1
MYBL2,ATIC
MYBL2,F2
MYBL2,C11orf74
MYBL2,UCP2
MYBL2,THAP1
MYBL2,CEBPZ
MYBL2,NR6A1
MYBL2,KNTC1
MYBL2,BLM
MYBL2,GMPR2
MYBL2,BRIX1
MYBL2,VTN
MYBL2,HPN
MYBL2,NUDT15
MYBL2,PRIM1
MYBL2,FOXA2
MYBL2,BCS1L
MYBL2,RRM1
MYBL2,LMO7
MYBL2,ZNF569
MYBL2,FABP1
MYBL2,EFNA1
MYBL2,GSN
MYBL2,DGAT1
MYBL2,AMBP
MYBL2,SF3B3
MYBL2,TRIM59
MYBL2,COMMD10
MYBL2,MCM3
MYBL2,ZNF397
MYBL2,WDR12
MYBL2,ARID3B
MYBL2,GMNN
MYBL2,GPN3
MYBL2,ING3
MYBL2,CHEK1
MYBL2,APOC2
MYBL2,ATMIN
MYBL2,DSN1
MYBL2,COQ3
MYBL2,C17orf75
MYBL2,CRAT
MYBL2,ARID2
MYBL2,ACOX2
MYBL2,ZNF620
MYBL2,RSU1
MYBL2,CAMK2D
MYBL2,CACYBP
MYBL2,ATG5
MYBL2,ZBTB3
MYBL2,EBNA1BP2
MYBL2,MRPS27
MYBL2,MTERF3
MYBL2,MELK
MYBL2,TGIF2
MYBL2,RAB28
MYBL2,IL32
MYBL2,GATM
MYBL2,GATAD2B
MYBL2,FOSL2
MYBL2,BZW2
MYBL2,ZNF770
MYBL2,EXOSC9
MYBL2,RAD51AP1
MYBL2,LEAP2
MYBL2,CMC1
MYBL2,STX8
MYBL2,ALG8
MYBL2,ZNF670
MYBL2,ZNF227
MYBL2,RUVBL1
MYBL2,APOA2
MYBL2,TF
MYBL2,NFATC2
MYBL2,PAFAH1B3
MYBL2,E2F4
MYBL2,CDK4
MYBL2,IRF3
MYBL2,ZNF286B
MYBL2,WDR43
MYBL2,TIMM21
MYBL2,HMGCL
MYBL2,ZNF551
MYBL2,HMGN3
MYBL2,DPAGT1
MYBL2,ACY1
MYBL2,ZNF573
MYBL2,ZNF253
MYBL2,DECR1
MYBL2,TMEM69
MYBL2,EXOSC3
MYBL2,NEDD1
MYBL2,MORN2
MYBL2,IL6ST
MYBL2,HNF4A
MYBL2,PRMT3
MYBL2,ZNF146
MYBL2,CREB1
MYBL2,MMS22L
MYBL2,WARS
MYBL2,AKR1B1
MYBL2,AEBP2
MYBL2,UBL7
MYBL2,TIPIN
MYBL2,MEST
MYBL2,ICE2
MYBL2,CA2
MYBL2,ALB
MYBL2,MSH2
MYBL2,NUP85
MYBL2,ZNF581
MYBL2,THAP5
MYBL2,TBRG4
MYBL2,NUP93
MYBL2,FAM13A
MYBL2,SERPIND1
MYBL2,MTAP
MYBL2,ACADSB
MYBL2,ZNF512
MYBL2,TEX10
MYBL2,LRR1
MYBL2,GMPS
MYBL2,AMZ2
MYBL2,ACTL6A
MYBL2,PLAGL2
MYBL2,YBX3
MYBL2,ID2
MYBL2,UGP2
MYBL2,TP53
MYBL2,NFYB
MYBL2,HINFP
MYBL2,FOXA1
MYBL2,EEF1E1
MYBL2,E2F5
MYBL2,DNPEP
MYBL2,CRYZL1
MYBL2,ZNF207
MYBL2,ZNF589
MYBL2,C1GALT1
MYBL2,ANXA4
MYBL2,VRK1
MYBL2,TERF1
MYBL2,KNG1
MYBL2,DPH6
MYBL2,NDUFAF4
MYBL2,CREB3L4
MYBL2,CREB3L2
MYBL2,ZNF561
MYBL2,ZFP64
MYBL2,TTR
MYBL2,HERPUD1
MYBL2,POU2F1
MYBL2,NUDT1
MYBL2,C12orf10
MYBL2,PYGL
MYBL2,MAF
MYBL2,FGG
MYBL2,ZNF143
MYBL2,RRM2
MYBL2,MEP1A
MYBL2,SGK1
MYBL2,CHCHD3
MYBL2,C19orf48
MYBL2,SIL1
MYBL2,CEBPA
MYBL2,HNRNPH2
MYBL2,ATF3
MYBL2,SLC38A1
MYBL2,RFXANK
MYBL2,DNASE1
MYBL2,ZNF891
MYBL2,ZNF484
MYBL2,CYP3A5
MYBL2,TFRC
MYBL2,ZNF121
MYBL2,DPH5
MYBL2,APOA1
MYBL2,ANAPC7
MYBL2,ITGB5
MYBL2,GNPNAT1
MYBL2,E2F7
MYBL2,ZNF91
MYBL2,ACOT7
MYBL2,THYN1
MYBL2,HAT1
MYBL2,ZNF92
MYBL2,ZNF574
MYBL2,SCAPER
MYBL2,PPT1
MYBL2,CTPS1
MYBL2,CCS
MYBL2,ZNF114
MYBL2,PUS7L
MYBL2,PRKCE
MYBL2,ZNF649
MYBL2,ZNF354A
MYBL2,STAT2
MYBL2,MYCN
MYBL2,ARSE
MYBL2,RBP4
MYBL2,POLB
MYBL2,YBX1
MYBL2,NODAL
MYBL2,MYC
MYBL2,ISY1
MYBL2,CPSF3
MYBL2,PRAP1
MYBL2,ASGR1
MYBL2,NUP88
MYBL2,MTHFD2
MYBL2,LAMB1
MYBL2,GMEB1
MYBL2,DDB2
MYBL2,SMAD5
MYBL2,COMMD3
MYBL2,SRF
MYBL2,ECHDC2
MYBL2,AHR
MYBL2,STMN1
MYBL2,NVL
MYBL2,DDIT4
MYBL2,TBX3
MYBL2,NR3C1
MYBL2,MCM7
MYBL2,FLRT3
MYBL2,BST2
MYBL2,PSAT1
MYBL2,ATG4C
MYBL2,IRF1
MYBL2,ASNS
MYBL2,PDZK1
MYBL2,GSTK1
MYBL2,GALK1
MYBL2,AXL
MYBL2,S100A16
MYBL2,PON2
MYBL2,ZNF260
MYBL2,THAP4
MYBL2,KLHL7
MYBL2,TET1
MYBL2,DDC
MYBL2,ZNF57
MYBL2,ZBED5
MYBL2,TPD52L1
MYBL2,MPC1
MYBL2,LAPTM4B
MYBL2,TCF3
MYBL2,NME2
MYBL2,ZWILCH
MYBL2,ZNF691
MYBL2,ZNF695
MYBL2,GGCT
MYBL2,DDIT3
MYBL2,PHF20
MYBL2,FMO5
MYBL2,RFX5
MYBL2,PEMT
MYBL2,NPRL2
MYBL2,LAMB2
MYBL2,FANCI
MYBL2,DPCD
MYBL2,PSMG1
MYBL2,FUCA1
MYBL2,DEPDC7
MYBL2,WDR74
MYBL2,POP5
MYBL2,ZNF766
MYBL2,TFDP2
MYBL2,IQCB1
MYBL2,EPHX2
MYBL2,SPINK1
MYBL2,GATA4
MYBL2,DROSHA
MYBL2,ZNF616
MYBL2,WDHD1
MYBL2,MYSM1
MYBL2,ZNF567
MYBL2,SAAL1
MYBL2,CCDC82
MYBL2,FOXP1
MYBL2,ZNF33A
MYBL2,GYG1
MYBL2,BPHL
MYBL2,ZNF74
MYBL2,RHOBTB3
MYBL2,ZNF66
MYBL2,ZNF660
MYBL2,SP100
MYBL2,PIGH
MYBL2,ETV5
MYBL2,TMEM177
MYBL2,ZSCAN21
MYBL2,ZNF562
MYBL2,DNAH14
MYBL2,HELLS
MYBL2,APEH
MYBL2,ZNF134
MYBL2,CREB3L3
MYBL2,PLRG1
MYBL2,LIN28B
MYC,G6PC3
MYC,NOP16
MYC,AIMP2
MYC,WDR43
MYC,PEMT
MYC,TBRG4
MYC,NOL10
MYC,MTHFD2
MYC,NME2
MYC,ATIC
MYC,GPN3
MYC,YBX1
MYC,ZNF485
MYC,EBNA1BP2
MYC,PAK1IP1
MYC,POLR1C
MYC,DTWD1
MYC,DPAGT1
MYC,ZNF202
MYC,NDUFAF5
MYC,ZNF121
MYC,ZNF146
MYC,WDR12
MYC,HMGA1
MYC,HERPUD1
MYC,PRMT3
MYC,SF3B3
MYC,WDR74
MYC,PPIL1
MYC,ALG8
MYC,DPH5
MYC,GEMIN8
MYC,ZWILCH
MYC,RUVBL1
MYC,NUP35
MYC,TP53
MYC,TFRC
MYC,IMP4
MYC,EEF1E1
MYC,AEBP2
MYC,FBL
MYC,MXD1
MYC,CENPF
MYC,PRMT5
MYC,CTSC
MYC,BCS1L
MYC,ANAPC7
MYC,DR1
MYC,MCM7
MYC,MTHFD1
MYC,CTPS1
MYC,AURKA
MYC,BRIX1
MYC,TIMM9
MYC,DCAF13
MYC,CDK4
MYC,NIP7
MYC,NUP88
MYC,C19orf48
MYC,ICE2
MYC,PA2G4
MYC,ACOT7
MYC,BIRC5
MYC,ACY1
MYC,EFTUD2
MYC,MTF2
MYC,CENPU
MYC,MAZ
MYC,ATL2
MYC,NUF2
MYC,PSMG1
MYC,NR6A1
MYC,TMEM177
MYC,TEX10
MYC,ZBTB24
MYC,FOSL2
MYC,TK1
MYC,ATG5
MYC,WDHD1
MYC,BZW2
MYC,NDUFAF4
MYC,SMAD5
MYC,PLK1
MYC,TSFM
MYC,MTERF3
MYC,DPH6
MYC,E2F5
MYC,CKS2
MYC,MCM4
MYC,MRPL1
MYC,ZNF589
MYC,XPO5
MYC,ASNS
MYC,FANCI
MYC,CACYBP
MYC,GNPNAT1
MYC,HMMR
MYC,AMZ2
MYC,MCM3
MYC,TIPIN
MYC,SLC38A1
MYC,ZNF207
MYC,NUDT15
MYC,HMGN4
MYC,SLC38A2
MYC,GYG1
MYC,ASPH
MYC,CMC1
MYC,MIS18BP1
MYC,PAFAH1B3
MYC,PLAGL2
MYC,FOXN2
MYC,COMMD10
MYC,BUB1B
MYC,UTP18
MYC,ING3
MYC,C12orf45
MYC,MEST
MYC,CCNB1
MYC,ZNF551
MYC,STMN1
MYC,ZNF770
MYC,HINFP
MYC,CEBPZ
MYC,KNTC1
MYC,ZNF33A
MYC,ZNF143
MYC,ZNF644
MYC,MAD2L1
MYC,MRPS27
MYC,UQCC1
MYC,KPNA2
MYC,C17orf75
MYC,SRF
MYC,NUP54
MYC,ZNF766
MYC,ZNF232
MYC,TGIF2
MYC,VPS72
MYC,CDK5RAP1
MYC,MPHOSPH9
MYC,FOSL1
MYC,C11orf1
MYC,NR1H3
MYC,RFC4
MYC,GTF2I
MYC,E2F3
MYC,IQCB1
MYC,ZNF398
MYC,ZNF721
MYC,PON2
MYC,RNF138
MYC,TATDN3
MYC,ATF3
MYC,GGCT
MYC,ACADSB
MYC,MTAP
MYC,IRF9
MYC,ZNF286A
MYC,ANP32E
MYC,DNAH14
MYC,DCLRE1C
MYC,PHF20
MYC,COMMD3
MYC,CPSF3
MYC,NR2F2
MYC,TCFL5
MYC,TMEM69
MYC,DNPEP
MYC,NUP85
MYC,CHEK2
MYC,APEH
MYC,FASTKD2
MYC,LRR1
MYC,BPTF
MYC,ACTL6A
MYC,AURKB
MYC,PRKCE
MYC,ZNF562
MYC,CDCA3
MYC,GMPS
MYC,PCNA
MYC,ISY1
MYC,RBPJ
MYC,MPC1
MYC,RHOBTB3
MYC,C12orf10
MYC,ZNF891
MYC,SMAD3
MYC,ANXA4
MYC,ASNSD1
MYC,G2E3
MYC,SHMT2
MYC,PHF5A
MYC,MTTP
MYC,UCP2
MYC,ZSCAN2
MYC,TIMM21
MYC,USP7
MYC,LAMC1
MYC,KIF22
MYC,PUS7L
MYC,NUP93
MYC,ZNF581
MYC,THAP4
MYC,TPX2
MYC,ZNF512
MYC,PARPBP
MYC,NUP37
MYC,RSU1
MYC,PIGH
MYC,CEBPA
MYC,ZNF260
MYC,GMNN
MYC,NR3C1
MYC,SLC7A6
MYC,PSAT1
MYC,ZNF850
MYC,DECR1
MYC,CETN3
MYC,NPRL2
MYC,MST1
MYC,ZNF561
MYC,ZNF567
MYC,IQGAP2
MYC,ZNF253
MYC,ZFP64
MYC,CENPA
MYC,KIF20B
MYC,UBL7
MYC,HPRT1
MYC,MT1X
MYC,UGP2
MYC,FOXP1
MYC,RFC2
MYC,THAP1
MYC,TGIF1
MYC,E2F7
MYC,C1GALT1
MYC,HMGA2
MYC,SKIL
MYC,DNMT3B
MYC,AXL
MYC,MSH2
MYC,AGTRAP
MYC,GMPR2
MYC,HSD17B11
MYC,HMGB2
MYC,CENPN
MYC,E2F8
MYC,NIF3L1
MYC,MYBL2
MYC,EPHX2
MYC,NEK2
MYC,ORC4
MYC,TMEM120A
MYC,ZNF573
MYC,GEMIN2
MYC,S100A16
MYC,CRAT
MYC,LIN28B
MYC,NFIB
MYC,CAMK2D
MYC,NT5DC2
MYC,ZNF300
MYC,ETV4
MYC,TOP2A
MYC,EFNA1
MYC,FOXA1
MYC,ZNF649
MYC,ETV5
MYC,DNASE1
MYC,HPN
MYC,MAF
MYC,APOA2
MYC,DDC
MYC,RBP4
MYC,MT1G
MYC,APOB
MYC,ASGR1
MYC,AGT
MYC,F2
MYC,FOXA2
MYC,APOA1
MYC,LEAP2
NR2F2,GMNN
NR2F2,TPD52L1
NR2F2,NEK2
NR2F2,VTN
NR2F2,PRIM1
NR2F2,PDZK1
NR2F2,AIMP2
NR2F2,FAM13A
NR2F2,HPN
NR2F2,NUDT15
NR2F2,AURKA
NR2F2,MGST2
NR2F2,SKIL
NR2F2,WDR12
NR2F2,PCNA
NR2F2,UBE2T
NR2F2,BZW2
NR2F2,ZFHX3
NR2F2,TFF1
NR2F2,S100A16
NR2F2,DDIT4
NR2F2,COMMD3
NR2F2,APOB
NR2F2,AASS
NR2F2,DDIT3
NR2F2,ANXA4
NR2F2,THAP1
NR2F2,CHCHD3
NR2F2,FOXA1
NR2F2,IRF9
NR2F2,TP53
NR2F2,MST1
NR2F2,DTWD1
NR2F2,LAMC1
NR2F2,WDHD1
NR2F2,FOXP1
NR2F2,PA2G4
NR2F2,MPHOSPH9
NR2F2,MEST
NR2F2,ASNSD1
NR2F2,ZFYVE21
NR2F2,DNPEP
NR2F2,HMGN3
NR2F2,NR1H3
NR2F2,ZNF397
NR2F2,CACYBP
NR2F2,CDK5RAP1
NR2F2,MAF
NR2F2,TMEM120A
NR2F2,DSN1
NR2F2,AGT
NR2F2,GALK1
NR2F2,MTF2
NR2F2,NEDD1
NR2F2,PRAP1
NR2F2,CREB3L4
NR2F2,PRMT5
NR2F2,ZNF484
NR2F2,MTERF3
NR2F2,F2
NR2F2,NUF2
NR2F2,HMGB2
NR2F2,TATDN3
NR2F2,ACY1
NR2F2,CREB3L3
NR2F2,NOP16
NR2F2,DPH5
NR2F2,MORN2
NR2F2,PPFIBP2
NR2F2,UQCC1
NR2F2,CENPU
NR2F2,TF
NR2F2,MRPS27
NR2F2,SAAL1
NR2F2,ZWILCH
NR2F2,DECR1
NR2F2,ZNF551
NR2F2,VEZF1
NR2F2,ZNF227
NR2F2,C1GALT1
NR2F2,MTTP
NR2F2,DNASE1
NR2F2,TCFL5
NR2F2,TSFM
NR2F2,TBRG4
NR2F2,E2F3
NR2F2,PARPBP
NR2F2,NUP37
NR2F2,ITGB5
NR2F2,DGAT1
NR2F2,NUP54
NR2F2,PHF5A
NR2F2,ASNS
NR2F2,DPAGT1
NR2F2,UCP2
NR2F2,VPS72
NR2F2,FUCA1
NR2F2,FANCD2
NR2F2,DNAH14
NR2F2,AMBP
NR2F2,RUVBL1
NR2F2,ZNF354A
NR2F2,FABP1
NR2F2,RBPJ
NR2F2,FASTKD2
NR2F2,EGR1
NR2F2,NFATC2
NR2F2,GGCT
NR2F2,AMZ2
NR2F2,APOA1
NR2F2,DLGAP5
NR2F2,HSD17B11
NR2F2,CEBPZ
NR2F2,C12orf10
NR2F2,C11orf74
NR2F2,ZFP62
NR2F2,ZNF567
NR2F2,NIF3L1
NR2F2,MYSM1
NR2F2,ATG5
NR2F2,CCNB1
NR2F2,ASPH
NR2F2,ANP32E
NR2F2,SLC38A1
NR2F2,MAD2L1
NR2F2,G6PC3
NR2F2,THYN1
NR2F2,COQ3
NR2F2,ZNF146
NR2F2,CEP70
NR2F2,GSTK1
NR2F2,ALG8
NR2F2,C17orf75
NR2F2,TGIF2
NR2F2,WDR43
NR2F2,UBL7
NR2F2,NDUFAF5
NR2F2,GSN
NR2F2,RHOBTB3
NR2F2,ZNF616
NR2F2,ACTL6A
NR2F2,MAZ
NR2F2,POLR1C
NR2F2,TBX3
NR2F2,SULT1A2
NR2F2,TDP2
NR2F2,ZFP64
NR2F2,CDCA3
NR2F2,NR2F6
NR2F2,BRIX1
NR2F2,ZNF260
NR2F2,FGA
NR2F2,PEMT
NR2F2,RFXANK
NR2F2,ZNF101
NR2F2,CETN3
NR2F2,RFC4
NR2F2,GNPNAT1
NR2F2,IMP4
NR2F2,UGP2
NR2F2,KPNA2
NR2F2,ZNF770
NR2F2,CRAT
NR2F2,PLAGL2
NR2F2,GPN3
NR2F2,DCAF13
NR2F2,MCM7
NR2F2,KAT7
NR2F2,PAK1IP1
NR2F2,PPP1R7
NR2F2,CDK1
NR2F2,ZBED5
NR2F2,IL6ST
NR2F2,SPINK1
NR2F2,NUP35
NR2F2,MCM4
NR2F2,DERA
NR2F2,FOXN2
NR2F2,AKR1B1
NR2F2,ACOX2
NR2F2,C11orf1
NR2F2,APOC3
NR2F2,THAP5
NR2F2,HMGN4
NR2F2,ZNF569
NR2F2,SLC7A6
NR2F2,TIMM9
NR2F2,NR1I3
NR2F2,ZNF644
NR2F2,VRK1
NR2F2,ETV4
NR2F2,NOL10
NR2F2,CENPN
NR2F2,DPH6
NR2F2,FANCL
NR2F2,OAZ2
NR2F2,DCLRE1C
NR2F2,ZNF561
NR2F2,XPO5
NR2F2,ZNF562
NR2F2,HIBCH
NR2F2,BPTF
NR2F2,TFRC
NR2F2,MIS18BP1
NR2F2,KIF20B
NR2F2,BUB1
NR2F2,LMO7
NR2F2,ARG2
NR2F2,ANLN
NR2F2,BPHL
NR2F2,CMC1
NR2F2,POU2F1
NR2F2,APOA2
NR2F2,ECT2
NR2F2,ATL2
NR2F2,ATIC
NR2F2,ZNF589
NR2F2,DRAP1
NR2F2,UTP18
NR2F2,NCAPG
NR2F2,BCS1L
NR2F2,GEMIN2
NR2F2,ZNF143
NR2F2,DROSHA
NR2F2,AGTRAP
NR2F2,ZBTB3
NR2F2,ICE2
NR2F2,ZNF670
NR2F2,EXOSC9
NR2F2,G2E3
NR2F2,ISY1
NR2F2,GMPR2
NR2F2,MRPL1
NR2F2,PAFAH1B3
NR2F2,ANG
NR2F2,PEF1
NR2F2,FANCI
NR2F2,CKS2
NR2F2,CENPA
NR2F2,RRM1
NR2F2,RFX5
NR2F2,NUDT1
NR2F2,PRMT3
NR2F2,PPIL1
NR2F2,ZNF253
NR2F2,RSU1
NR2F2,YAF2
NR2F2,NDUFAF4
NR2F2,ZNF721
NR2F2,PSMG1
NR2F2,HMMR
NR2F2,DPCD
NR2F2,C19orf48
NR2F2,ZNF286A
NR2F2,FAM114A1
NR2F2,RFC2
NR2F2,MCM3
NR2F2,EXOSC3
NR2F2,ZNF766
NR2F2,ADNP
NR2F2,TCF3
NR2F2,THAP4
NR2F2,PLK1
NR2F2,NODAL
NR2F2,KIF22
NR2F2,GALM
NR2F2,CENPK
NR2F2,ZNF891
