tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	Unnamed: 17
9606	Homo sapiens	127404335	0	live	LOC127404335		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:150767117-150768055			5	NC_000005.10	151387556.0	151388494.0	plus	0.0		
9606	Homo sapiens	127404325	0	live	LOC127404325		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:150158841-150159702			5	NC_000005.10	150779279.0	150780140.0	plus	0.0		
9606	Homo sapiens	127404257	0	live	LOC127404257		OCT4-NANOG hESC enhancer GRCh37_chr5:149092310-149092945			5	NC_000005.10	149712747.0	149713382.0	plus	0.0		
9606	Homo sapiens	127404224	0	live	LOC127404224		OCT4-NANOG hESC enhancer GRCh37_chr5:148349629-148350210			5	NC_000005.10	148970066.0	148970647.0	plus	0.0		
9606	Homo sapiens	127404219	0	live	LOC127404219		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:147254441-147255106			5	NC_000005.10	147874878.0	147875543.0	plus	0.0		
9606	Homo sapiens	127404218	0	live	LOC127404218		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:147253773-147254440			5	NC_000005.10	147874210.0	147874877.0	plus	0.0		
9606	Homo sapiens	127404217	0	live	LOC127404217		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:147253107-147253772			5	NC_000005.10	147873544.0	147874209.0	plus	0.0		
9606	Homo sapiens	127404216	0	live	LOC127404216		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:147249772-147250438			5	NC_000005.10	147870209.0	147870875.0	plus	0.0		
9606	Homo sapiens	127404215	0	live	LOC127404215		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:147248438-147249104			5	NC_000005.10	147868875.0	147869541.0	plus	0.0		
9606	Homo sapiens	127404214	0	live	LOC127404214		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:147247772-147248437			5	NC_000005.10	147868209.0	147868874.0	plus	0.0		
9606	Homo sapiens	127404210	0	live	LOC127404210		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:146947279-146948178			5	NC_000005.10	147567716.0	147568615.0	plus	0.0		
9606	Homo sapiens	127404209	0	live	LOC127404209		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:146946379-146947278			5	NC_000005.10	147566816.0	147567715.0	plus	0.0		
9606	Homo sapiens	127404208	0	live	LOC127404208		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:146940356-146941285			5	NC_000005.10	147560793.0	147561722.0	plus	0.0		
9606	Homo sapiens	127404205	0	live	LOC127404205		OCT4-NANOG hESC enhancer GRCh37_chr5:146196483-146197009			5	NC_000005.10	146816920.0	146817446.0	plus	0.0		
9606	Homo sapiens	127404204	0	live	LOC127404204		OCT4-NANOG hESC enhancer GRCh37_chr5:146176260-146177054			5	NC_000005.10	146796697.0	146797491.0	plus	0.0		
9606	Homo sapiens	127404203	0	live	LOC127404203		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:146168291-146168992			5	NC_000005.10	146788728.0	146789429.0	plus	0.0		
9606	Homo sapiens	127404202	0	live	LOC127404202		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:145989281-145989921			5	NC_000005.10	146609718.0	146610358.0	plus	0.0		
9606	Homo sapiens	127404201	0	live	LOC127404201		OCT4-NANOG hESC enhancer GRCh37_chr5:145939738-145940393			5	NC_000005.10	146560175.0	146560830.0	plus	0.0		
9606	Homo sapiens	127404195	0	live	LOC127404195		OCT4-NANOG hESC enhancer GRCh37_chr5:145481092-145481650			5	NC_000005.10	146101529.0	146102087.0	plus	0.0		
9606	Homo sapiens	127404193	0	live	LOC127404193		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:145452250-145453204			5	NC_000005.10	146072687.0	146073641.0	plus	0.0		
9606	Homo sapiens	127404190	0	live	LOC127404190		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:145405605-145406400			5	NC_000005.10	146026042.0	146026837.0	plus	0.0		
9606	Homo sapiens	127404189	0	live	LOC127404189		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:145315879-145316456			5	NC_000005.10	145936316.0	145936893.0	plus	0.0		
9606	Homo sapiens	127404188	0	live	LOC127404188		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:144858933-144859433			5	NC_000005.10	145479370.0	145479870.0	plus	0.0		
9606	Homo sapiens	127404181	0	live	LOC127404181		OCT4-NANOG hESC enhancer GRCh37_chr5:143697432-143697944			5	NC_000005.10	144317869.0	144318381.0	plus	0.0		
9606	Homo sapiens	127404178	0	live	LOC127404178		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:143456065-143456759			5	NC_000005.10	144076500.0	144077194.0	plus	0.0		
9606	Homo sapiens	127404172	0	live	LOC127404172		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:142473647-142474407			5	NC_000005.10	143094082.0	143094842.0	plus	0.0		
9606	Homo sapiens	127404171	0	live	LOC127404171		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:142472885-142473646			5	NC_000005.10	143093320.0	143094081.0	plus	0.0		
9606	Homo sapiens	127404170	0	live	LOC127404170		OCT4-NANOG hESC enhancer GRCh37_chr5:142469655-142470246			5	NC_000005.10	143090090.0	143090681.0	plus	0.0		
9606	Homo sapiens	127404169	0	live	LOC127404169		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:142416478-142417238			5	NC_000005.10	143036913.0	143037673.0	plus	0.0		
9606	Homo sapiens	127404168	0	live	LOC127404168		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:142362256-142363097			5	NC_000005.10	142982691.0	142983532.0	plus	0.0		
9606	Homo sapiens	127404167	0	live	LOC127404167		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:142361413-142362255			5	NC_000005.10	142981848.0	142982690.0	plus	0.0		
9606	Homo sapiens	127404164	0	live	LOC127404164		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:142275426-142276332			5	NC_000005.10	142895861.0	142896767.0	plus	0.0		
9606	Homo sapiens	127404149	0	live	LOC127404149		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:141854634-141855201			5	NC_000005.10	142475069.0	142475636.0	plus	0.0		
9606	Homo sapiens	127404148	0	live	LOC127404148		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141854065-141854633			5	NC_000005.10	142474500.0	142475068.0	plus	0.0		
9606	Homo sapiens	127404115	0	live	LOC127404115		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141252448-141253170			5	NC_000005.10	141872883.0	141873605.0	plus	0.0		
9606	Homo sapiens	127404110	0	live	LOC127404110		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141218303-141219041			5	NC_000005.10	141838738.0	141839476.0	plus	0.0		
9606	Homo sapiens	127404107	0	live	LOC127404107		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:141196207-141197197			5	NC_000005.10	141816642.0	141817632.0	plus	0.0		
9606	Homo sapiens	127404106	0	live	LOC127404106		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141195215-141196206			5	NC_000005.10	141815650.0	141816641.0	plus	0.0		
9606	Homo sapiens	127404094	0	live	LOC127404094		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141054427-141055095			5	NC_000005.10	141674860.0	141675528.0	plus	0.0		
9606	Homo sapiens	127404093	0	live	LOC127404093		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:141053759-141054426			5	NC_000005.10	141674192.0	141674859.0	plus	0.0		
9606	Homo sapiens	127404074	0	live	LOC127404074		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:140383889-140384481			5	NC_000005.10	141004304.0	141004896.0	plus	0.0		
9606	Homo sapiens	127404073	0	live	LOC127404073		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:140382107-140382700			5	NC_000005.10	141002522.0	141003115.0	plus	0.0		
9606	Homo sapiens	127404072	0	live	LOC127404072		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:140381513-140382106			5	NC_000005.10	141001928.0	141002521.0	plus	0.0		
9606	Homo sapiens	127404002	0	live	LOC127404002		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:138903865-138904410			5	NC_000005.10	139524280.0	139524825.0	plus	0.0		
9606	Homo sapiens	127404001	0	live	LOC127404001		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:138903317-138903864			5	NC_000005.10	139523732.0	139524279.0	plus	0.0		
9606	Homo sapiens	127403997	0	live	LOC127403997		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:138852141-138852662			5	NC_000005.10	139472556.0	139473077.0	plus	0.0		
9606	Homo sapiens	127403955	0	live	LOC127403955		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:137430515-137431447			5	NC_000005.10	138094826.0	138095758.0	plus	0.0		
9606	Homo sapiens	127403949	0	live	LOC127403949		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:137071377-137072045			5	NC_000005.10	137735688.0	137736356.0	plus	0.0		
9606	Homo sapiens	127403945	0	live	LOC127403945		OCT4-NANOG hESC enhancer GRCh37_chr5:136536474-136537125			5	NC_000005.10	137200785.0	137201436.0	plus	0.0		
9606	Homo sapiens	127403944	0	live	LOC127403944		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:136385493-136386121			5	NC_000005.10	137049804.0	137050432.0	plus	0.0		
9606	Homo sapiens	127403943	0	live	LOC127403943		OCT4-NANOG hESC enhancer GRCh37_chr5:136372100-136372962			5	NC_000005.10	137036411.0	137037273.0	plus	0.0		
9606	Homo sapiens	127403940	0	live	LOC127403940		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:135901279-135901929			5	NC_000005.10	136565590.0	136566240.0	plus	0.0		
9606	Homo sapiens	127403939	0	live	LOC127403939		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:135900628-135901278			5	NC_000005.10	136564939.0	136565589.0	plus	0.0		
9606	Homo sapiens	127403938	0	live	LOC127403938		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:135887367-135887882			5	NC_000005.10	136551678.0	136552193.0	plus	0.0		
9606	Homo sapiens	127403937	0	live	LOC127403937		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:135717435-135718266			5	NC_000005.10	136381747.0	136382578.0	plus	0.0		
9606	Homo sapiens	127403935	0	live	LOC127403935		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:135538931-135539888			5	NC_000005.10	136203243.0	136204200.0	plus	0.0		
9606	Homo sapiens	127403934	0	live	LOC127403934		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:135537973-135538930			5	NC_000005.10	136202285.0	136203242.0	plus	0.0		
9606	Homo sapiens	127403926	0	live	LOC127403926		OCT4-NANOG hESC enhancer GRCh37_chr5:135068290-135069074			5	NC_000005.10	135732601.0	135733385.0	plus	0.0		
9606	Homo sapiens	127403919	0	live	LOC127403919		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:134900858-134901378			5	NC_000005.10	135565168.0	135565688.0	plus	0.0		
9606	Homo sapiens	127403914	0	live	LOC127403914		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:134871641-134872156			5	NC_000005.10	135535951.0	135536466.0	plus	0.0		
9606	Homo sapiens	127403912	0	live	LOC127403912		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:134824474-134825331			5	NC_000005.10	135488784.0	135489641.0	plus	0.0		
9606	Homo sapiens	127403908	0	live	LOC127403908		OCT4-NANOG hESC enhancer GRCh37_chr5:134739095-134739661			5	NC_000005.10	135403405.0	135403971.0	plus	0.0		
9606	Homo sapiens	127403907	0	live	LOC127403907		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:134735673-134736178			5	NC_000005.10	135399983.0	135400488.0	plus	0.0		
9606	Homo sapiens	127403891	0	live	LOC127403891		OCT4-NANOG hESC enhancer GRCh37_chr5:134325851-134326415			5	NC_000005.10	134990161.0	134990725.0	plus	0.0		
9606	Homo sapiens	127403889	0	live	LOC127403889		OCT4-NANOG hESC enhancer GRCh37_chr5:134262317-134262960			5	NC_000005.10	134926627.0	134927270.0	plus	0.0		
9606	Homo sapiens	127403888	0	live	LOC127403888		OCT4-NANOG hESC enhancer GRCh37_chr5:134260709-134261470			5	NC_000005.10	134925019.0	134925780.0	plus	0.0		
9606	Homo sapiens	127403846	0	live	LOC127403846		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:133383159-133383798			5	NC_000005.10	134047468.0	134048107.0	plus	0.0		
9606	Homo sapiens	127403845	0	live	LOC127403845		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:133382518-133383158			5	NC_000005.10	134046827.0	134047467.0	plus	0.0		
9606	Homo sapiens	127403835	0	live	LOC127403835		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:132938505-132939090			5	NC_000005.10	133602814.0	133603399.0	plus	0.0		
9606	Homo sapiens	127403827	0	live	LOC127403827		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:132700914-132701437			5	NC_000005.10	133365222.0	133365745.0	plus	0.0		
9606	Homo sapiens	127403821	0	live	LOC127403821		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:132663701-132664408			5	NC_000005.10	133328009.0	133328716.0	plus	0.0		
9606	Homo sapiens	127403793	0	live	LOC127403793		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:131786393-131787031			5	NC_000005.10	132450701.0	132451339.0	plus	0.0		
9606	Homo sapiens	127403769	0	live	LOC127403769		OCT4-NANOG hESC enhancer GRCh37_chr5:131267911-131268464			5	NC_000005.10	131932218.0	131932771.0	plus	0.0		
9606	Homo sapiens	127403754	0	live	LOC127403754		OCT4-NANOG hESC enhancer GRCh37_chr5:129107197-129107750			5	NC_000005.10	129771504.0	129772057.0	plus	0.0		
9606	Homo sapiens	127403749	0	live	LOC127403749		OCT4-NANOG hESC enhancer GRCh37_chr5:128746164-128746707			5	NC_000005.10	129410471.0	129411014.0	plus	0.0		
9606	Homo sapiens	127403748	0	live	LOC127403748		OCT4-NANOG hESC enhancer GRCh37_chr5:128733796-128734784			5	NC_000005.10	129398103.0	129399091.0	plus	0.0		
9606	Homo sapiens	127403746	0	live	LOC127403746		OCT4-NANOG hESC enhancer GRCh37_chr5:128205611-128206165			5	NC_000005.10	128869918.0	128870472.0	plus	0.0		
9606	Homo sapiens	127403742	0	live	LOC127403742		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:127344859-127345557			5	NC_000005.10	128009167.0	128009865.0	plus	0.0		
9606	Homo sapiens	127403741	0	live	LOC127403741		OCT4-NANOG hESC enhancer GRCh37_chr5:127270427-127271080			5	NC_000005.10	127934735.0	127935388.0	plus	0.0		
9606	Homo sapiens	127403739	0	live	LOC127403739		OCT4-NANOG hESC enhancer GRCh37_chr5:126643564-126644192			5	NC_000005.10	127307872.0	127308500.0	plus	0.0		
9606	Homo sapiens	127403736	0	live	LOC127403736		OCT4-NANOG hESC enhancer GRCh37_chr5:126415384-126416305			5	NC_000005.10	127079692.0	127080613.0	plus	0.0		
9606	Homo sapiens	127403735	0	live	LOC127403735		OCT4-NANOG hESC enhancer GRCh37_chr5:126412476-126413058			5	NC_000005.10	127076784.0	127077366.0	plus	0.0		
9606	Homo sapiens	127403734	0	live	LOC127403734		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:126376473-126377316			5	NC_000005.10	127040781.0	127041624.0	plus	0.0		
9606	Homo sapiens	127403732	0	live	LOC127403732		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:126231155-126231764			5	NC_000005.10	126895463.0	126896072.0	plus	0.0		
9606	Homo sapiens	127403728	0	live	LOC127403728		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:126175293-126176035			5	NC_000005.10	126839601.0	126840343.0	plus	0.0		
9606	Homo sapiens	127403727	0	live	LOC127403727		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:126174548-126175292			5	NC_000005.10	126838856.0	126839600.0	plus	0.0		
9606	Homo sapiens	127403719	0	live	LOC127403719		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:125903752-125904497			5	NC_000005.10	126568060.0	126568805.0	plus	0.0		
9606	Homo sapiens	127403713	0	live	LOC127403713		OCT4-NANOG hESC enhancer GRCh37_chr5:125525281-125525880			5	NC_000005.10	126189588.0	126190187.0	plus	0.0		
9606	Homo sapiens	127403708	0	live	LOC127403708		OCT4-NANOG hESC enhancer GRCh37_chr5:124683978-124684543			5	NC_000005.10	125348285.0	125348850.0	plus	0.0		
9606	Homo sapiens	127403707	0	live	LOC127403707		OCT4-NANOG hESC enhancer GRCh37_chr5:124338542-124339300			5	NC_000005.10	125002849.0	125003607.0	plus	0.0		
9606	Homo sapiens	127403706	0	live	LOC127403706		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:124316205-124316858			5	NC_000005.10	124980512.0	124981165.0	plus	0.0		
9606	Homo sapiens	127403705	0	live	LOC127403705		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:124315550-124316204			5	NC_000005.10	124979857.0	124980511.0	plus	0.0		
9606	Homo sapiens	127403700	0	live	LOC127403700		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:124086863-124087461			5	NC_000005.10	124751170.0	124751768.0	plus	0.0		
9606	Homo sapiens	127403695	0	live	LOC127403695		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:124074341-124074948			5	NC_000005.10	124738648.0	124739255.0	plus	0.0		
9606	Homo sapiens	127403694	0	live	LOC127403694		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:124073123-124073732			5	NC_000005.10	124737430.0	124738039.0	plus	0.0		
9606	Homo sapiens	127403690	0	live	LOC127403690		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123995996-123996689			5	NC_000005.10	124660303.0	124660996.0	plus	0.0		
9606	Homo sapiens	127403685	0	live	LOC127403685		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123832600-123833191			5	NC_000005.10	124496907.0	124497498.0	plus	0.0		
9606	Homo sapiens	127403684	0	live	LOC127403684		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr5:123804163-123805004			5	NC_000005.10	124468470.0	124469311.0	plus	0.0		
9606	Homo sapiens	127403683	0	live	LOC127403683		OCT4-NANOG hESC enhancer GRCh37_chr5:123777990-123778496			5	NC_000005.10	124442297.0	124442803.0	plus	0.0		
9606	Homo sapiens	127403682	0	live	LOC127403682		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123644150-123645142			5	NC_000005.10	124308457.0	124309449.0	plus	0.0		
9606	Homo sapiens	127403681	0	live	LOC127403681		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:123625493-123626456			5	NC_000005.10	124289800.0	124290763.0	plus	0.0		
9606	Homo sapiens	127403680	0	live	LOC127403680		OCT4-NANOG hESC enhancer GRCh37_chr5:123599306-123600246			5	NC_000005.10	124263613.0	124264553.0	plus	0.0		
9606	Homo sapiens	127403678	0	live	LOC127403678		OCT4-NANOG hESC enhancer GRCh37_chr5:123423241-123423991			5	NC_000005.10	124087548.0	124088298.0	plus	0.0		
9606	Homo sapiens	127403677	0	live	LOC127403677		OCT4-NANOG hESC enhancer GRCh37_chr5:123360854-123361427			5	NC_000005.10	124025161.0	124025734.0	plus	0.0		
9606	Homo sapiens	127403676	0	live	LOC127403676		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123211529-123212279			5	NC_000005.10	123875835.0	123876585.0	plus	0.0		
9606	Homo sapiens	127403675	0	live	LOC127403675		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123210779-123211528			5	NC_000005.10	123875085.0	123875834.0	plus	0.0		
9606	Homo sapiens	127403674	0	live	LOC127403674		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:123210028-123210778			5	NC_000005.10	123874334.0	123875084.0	plus	0.0		
9606	Homo sapiens	127403671	0	live	LOC127403671		OCT4-NANOG hESC enhancer GRCh37_chr5:122551508-122552100			5	NC_000005.10	123215814.0	123216406.0	plus	0.0		
9606	Homo sapiens	127403666	0	live	LOC127403666		OCT4-NANOG hESC enhancer GRCh37_chr5:122195290-122196259			5	NC_000005.10	122859595.0	122860564.0	plus	0.0		
9606	Homo sapiens	127403665	0	live	LOC127403665		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:122145845-122146350			5	NC_000005.10	122810150.0	122810655.0	plus	0.0		
9606	Homo sapiens	127403664	0	live	LOC127403664		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:122145340-122145844			5	NC_000005.10	122809645.0	122810149.0	plus	0.0		
9606	Homo sapiens	127403661	0	live	LOC127403661		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:121809862-121810690			5	NC_000005.10	122474167.0	122474995.0	plus	0.0		
9606	Homo sapiens	127403660	0	live	LOC127403660		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:121718952-121719565			5	NC_000005.10	122383257.0	122383870.0	plus	0.0		
9606	Homo sapiens	127403659	0	live	LOC127403659		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:121718337-121718951			5	NC_000005.10	122382642.0	122383256.0	plus	0.0		
9606	Homo sapiens	127403649	0	live	LOC127403649		OCT4-NANOG hESC enhancer GRCh37_chr5:120278184-120278720			5	NC_000005.10	120942489.0	120943025.0	plus	0.0		
9606	Homo sapiens	127403645	0	live	LOC127403645		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:120038612-120039450			5	NC_000005.10	120702917.0	120703755.0	plus	0.0		
9606	Homo sapiens	127403644	0	live	LOC127403644		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:120033273-120034058			5	NC_000005.10	120697578.0	120698363.0	plus	0.0		
9606	Homo sapiens	127403643	0	live	LOC127403643		OCT4-NANOG hESC enhancer GRCh37_chr5:119951767-119952361			5	NC_000005.10	120616072.0	120616666.0	plus	0.0		
9606	Homo sapiens	127403638	0	live	LOC127403638		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:119530375-119531226			5	NC_000005.10	120194680.0	120195531.0	plus	0.0		
9606	Homo sapiens	127403637	0	live	LOC127403637		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:119115572-119116163			5	NC_000005.10	119779877.0	119780468.0	plus	0.0		
9606	Homo sapiens	127403636	0	live	LOC127403636		OCT4-NANOG hESC enhancer GRCh37_chr5:118816519-118817102			5	NC_000005.10	119480824.0	119481407.0	plus	0.0		
9606	Homo sapiens	127403635	0	live	LOC127403635		OCT4-NANOG hESC enhancer GRCh37_chr5:118815935-118816518			5	NC_000005.10	119480240.0	119480823.0	plus	0.0		
9606	Homo sapiens	127403634	0	live	LOC127403634		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:118806253-118806984			5	NC_000005.10	119470558.0	119471289.0	plus	0.0		
9606	Homo sapiens	127403633	0	live	LOC127403633		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:118805521-118806252			5	NC_000005.10	119469826.0	119470557.0	plus	0.0		
9606	Homo sapiens	127403632	0	live	LOC127403632		OCT4-NANOG hESC enhancer GRCh37_chr5:118794469-118795121			5	NC_000005.10	119458774.0	119459426.0	plus	0.0		
9606	Homo sapiens	127403630	0	live	LOC127403630		OCT4-NANOG hESC enhancer GRCh37_chr5:118737716-118738284			5	NC_000005.10	119402021.0	119402589.0	plus	0.0		
9606	Homo sapiens	127403625	0	live	LOC127403625		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:118385414-118385914			5	NC_000005.10	119049719.0	119050219.0	plus	0.0		
9606	Homo sapiens	127403610	0	live	LOC127403610		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:116542658-116543158			5	NC_000005.10	117206962.0	117207462.0	plus	0.0		
9606	Homo sapiens	127403607	0	live	LOC127403607		OCT4-NANOG hESC enhancer GRCh37_chr5:116377831-116378470			5	NC_000005.10	117042135.0	117042774.0	plus	0.0		
9606	Homo sapiens	127403604	0	live	LOC127403604		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:116281353-116282042			5	NC_000005.10	116945657.0	116946346.0	plus	0.0		
9606	Homo sapiens	127403602	0	live	LOC127403602		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:116203165-116203912			5	NC_000005.10	116867469.0	116868216.0	plus	0.0		
9606	Homo sapiens	127403601	0	live	LOC127403601		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:116200674-116201217			5	NC_000005.10	116864978.0	116865521.0	plus	0.0		
9606	Homo sapiens	127403600	0	live	LOC127403600		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:116200129-116200673			5	NC_000005.10	116864433.0	116864977.0	plus	0.0		
9606	Homo sapiens	127403597	0	live	LOC127403597		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:116157617-116158260			5	NC_000005.10	116821921.0	116822564.0	plus	0.0		
9606	Homo sapiens	127403596	0	live	LOC127403596		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr5:116156975-116157616			5	NC_000005.10	116821279.0	116821920.0	plus	0.0		
9606	Homo sapiens	127403594	0	live	LOC127403594		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:116106593-116107255			5	NC_000005.10	116770897.0	116771559.0	plus	0.0		
9606	Homo sapiens	127403590	0	live	LOC127403590		OCT4-NANOG hESC enhancer GRCh37_chr5:115964490-115965301			5	NC_000005.10	116628794.0	116629605.0	plus	0.0		
9606	Homo sapiens	127403575	0	live	LOC127403575		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:114705457-114705960			5	NC_000005.10	115369760.0	115370263.0	plus	0.0		
9606	Homo sapiens	127403574	0	live	LOC127403574		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:114704953-114705456			5	NC_000005.10	115369256.0	115369759.0	plus	0.0		
9606	Homo sapiens	127403568	0	live	LOC127403568		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:114364005-114364746			5	NC_000005.10	115028308.0	115029049.0	plus	0.0		
9606	Homo sapiens	127403563	0	live	LOC127403563		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr5:113695880-113696796			5	NC_000005.10	114360183.0	114361099.0	plus	0.0		
9606	Homo sapiens	127403562	0	live	LOC127403562		OCT4-NANOG hESC enhancer GRCh37_chr5:113643487-113644315			5	NC_000005.10	114307790.0	114308618.0	plus	0.0		
